,level_0,index,time,Slope,PID,condition,method,ss,Target
4523,223,423,352,-0.4911719478961427,2,L1,Observed,1,distractor
4524,224,424,376,-0.4961696017564197,2,L1,Observed,1,distractor
4525,225,425,400,-0.48137805056728517,2,L1,Observed,1,distractor
4526,226,426,424,-0.4716606114453283,2,L1,Observed,1,distractor
4527,227,427,448,-0.4519696594646086,2,L1,Observed,1,distractor
4528,228,428,472,-0.41225040134198965,2,L1,Observed,1,distractor
4529,229,429,496,-0.3747916061077507,2,L1,Observed,1,distractor
4530,230,430,520,-0.3442533764728566,2,L1,Observed,1,distractor
4531,231,431,544,-0.3041379150473076,2,L1,Observed,1,distractor
4532,232,432,568,-0.24285749599079887,2,L1,Observed,1,distractor
4533,233,433,592,-0.15542934337923872,2,L1,Observed,1,distractor
4534,234,434,616,-0.07559947772877247,2,L1,Observed,1,distractor
4535,235,435,640,-0.028047245662603342,2,L1,Observed,1,distractor
4536,236,436,664,0.0094165809876335,2,L1,Observed,1,distractor
4537,237,437,688,0.014994859694888889,2,L1,Observed,1,distractor
4538,238,438,712,-0.0038936031166154684,2,L1,Observed,1,distractor
4539,239,439,736,-0.09173270554461853,2,L1,Observed,1,distractor
4540,240,440,760,-0.2219375617244396,2,L1,Observed,1,distractor
4541,241,441,784,-0.3003835977352409,2,L1,Observed,1,distractor
4542,242,442,808,-0.30631340404315494,2,L1,Observed,1,distractor
4543,243,443,832,-0.30543208209546274,2,L1,Observed,1,distractor
4544,244,444,856,-0.3167499882742126,2,L1,Observed,1,distractor
4545,245,445,880,-0.3166260575914656,2,L1,Observed,1,distractor
4546,246,446,904,-0.2493999746098289,2,L1,Observed,1,distractor
4547,247,447,928,-0.14993970588647784,2,L1,Observed,1,distractor
4548,248,448,952,-0.08847597487735608,2,L1,Observed,1,distractor
4549,249,449,976,-0.04197433028351657,2,L1,Observed,1,distractor
4550,300,600,-200,-0.08253189091507217,3,L1,Observed,1,distractor
4551,301,601,-176,-0.012392676218063154,3,L1,Observed,1,distractor
4552,302,602,-152,0.07324827443729234,3,L1,Observed,1,distractor
4553,303,603,-128,0.07807471135969131,3,L1,Observed,1,distractor
4554,304,604,-104,-0.008461308012216116,3,L1,Observed,1,distractor
4555,305,605,-80,-0.109641864210406,3,L1,Observed,1,distractor
4556,306,606,-56,-0.13046141963596333,3,L1,Observed,1,distractor
4557,307,607,-32,-0.06856600114416835,3,L1,Observed,1,distractor
4558,308,608,-8,0.03639984883972924,3,L1,Observed,1,distractor
4559,309,609,16,0.07508065100927684,3,L1,Observed,1,distractor
4560,310,610,40,-0.02619635525263313,3,L1,Observed,1,distractor
4561,311,611,64,-0.14395784906160855,3,L1,Observed,1,distractor
4562,312,612,88,-0.18542821314771374,3,L1,Observed,1,distractor
4563,313,613,112,-0.29964699301407444,3,L1,Observed,1,distractor
4564,314,614,136,-0.37879692119577896,3,L1,Observed,1,distractor
4565,315,615,160,-0.37486745377474695,3,L1,Observed,1,distractor
4566,316,616,184,-0.3451369000787364,3,L1,Observed,1,distractor
4567,317,617,208,-0.3295997576634829,3,L1,Observed,1,distractor
4568,318,618,232,-0.32726572652486396,3,L1,Observed,1,distractor
4569,319,619,256,-0.3047178726060517,3,L1,Observed,1,distractor
4570,320,620,280,-0.2198680602824757,3,L1,Observed,1,distractor
4571,321,621,304,-0.16667492002289122,3,L1,Observed,1,distractor
4572,322,622,328,-0.17400787788698438,3,L1,Observed,1,distractor
4573,323,623,352,-0.24637639801053243,3,L1,Observed,1,distractor
4574,324,624,376,-0.3321328437643832,3,L1,Observed,1,distractor
4575,325,625,400,-0.36787262744662047,3,L1,Observed,1,distractor
4576,326,626,424,-0.35863330027100676,3,L1,Observed,1,distractor
4577,327,627,448,-0.3428037717003625,3,L1,Observed,1,distractor
4578,328,628,472,-0.33852239300393694,3,L1,Observed,1,distractor
4579,329,629,496,-0.32672726179025985,3,L1,Observed,1,distractor
4580,330,630,520,-0.28132191569689674,3,L1,Observed,1,distractor
4581,331,631,544,-0.20147242041699254,3,L1,Observed,1,distractor
4582,332,632,568,-0.11182634034432226,3,L1,Observed,1,distractor
4583,333,633,592,-0.11084170057343042,3,L1,Observed,1,distractor
4584,334,634,616,-0.13719060962728666,3,L1,Observed,1,distractor
4585,335,635,640,-0.08923994547043891,3,L1,Observed,1,distractor
4586,336,636,664,-0.03111222853690292,3,L1,Observed,1,distractor
4587,337,637,688,-0.07766706990008573,3,L1,Observed,1,distractor
4588,338,638,712,-0.18116889407939785,3,L1,Observed,1,distractor
4589,339,639,736,-0.2411395721716791,3,L1,Observed,1,distractor
4590,340,640,760,-0.24723341332425708,3,L1,Observed,1,distractor
4591,341,641,784,-0.2045477106561897,3,L1,Observed,1,distractor
4592,342,642,808,-0.1093572859211686,3,L1,Observed,1,distractor
4593,343,643,832,-0.10800032118785667,3,L1,Observed,1,distractor
4594,344,644,856,-0.10653433656858206,3,L1,Observed,1,distractor
4595,345,645,880,-0.007366434380857267,3,L1,Observed,1,distractor
4596,346,646,904,0.13390942285152158,3,L1,Observed,1,distractor
4597,347,647,928,0.20873353831243371,3,L1,Observed,1,distractor
4598,348,648,952,0.19579856028888898,3,L1,Observed,1,distractor
4599,349,649,976,0.1550152012972667,3,L1,Observed,1,distractor
4600,400,800,-200,-0.20450763837788202,4,L1,Observed,1,distractor
4601,401,801,-176,-0.18637143309961324,4,L1,Observed,1,distractor
4602,402,802,-152,-0.1927237796092688,4,L1,Observed,1,distractor
4603,403,803,-128,-0.18465012243661605,4,L1,Observed,1,distractor
4604,404,804,-104,-0.15933787125947707,4,L1,Observed,1,distractor
4605,405,805,-80,-0.12235125748942861,4,L1,Observed,1,distractor
4606,406,806,-56,-0.08895114983614283,4,L1,Observed,1,distractor
4607,407,807,-32,-0.04668248928246618,4,L1,Observed,1,distractor
4608,408,808,-8,0.03160320328650821,4,L1,Observed,1,distractor
4609,409,809,16,0.154171940641466,4,L1,Observed,1,distractor
4610,410,810,40,0.23257985016094532,4,L1,Observed,1,distractor
4611,411,811,64,0.19044583062600276,4,L1,Observed,1,distractor
4612,412,812,88,0.10846396850408772,4,L1,Observed,1,distractor
4613,413,813,112,0.03710608637731465,4,L1,Observed,1,distractor
4614,414,814,136,0.026254099975071665,4,L1,Observed,1,distractor
4615,415,815,160,0.07825149400377035,4,L1,Observed,1,distractor
4616,416,816,184,0.12088527101031772,4,L1,Observed,1,distractor
4617,417,817,208,0.11681302888569144,4,L1,Observed,1,distractor
4618,418,818,232,0.10451962539897473,4,L1,Observed,1,distractor
4619,419,819,256,0.03231317643976995,4,L1,Observed,1,distractor
4620,420,820,280,-0.044587379518109614,4,L1,Observed,1,distractor
4621,421,821,304,-0.08247673082052788,4,L1,Observed,1,distractor
4622,422,822,328,-0.06451340323517937,4,L1,Observed,1,distractor
4623,423,823,352,-0.02659124876374694,4,L1,Observed,1,distractor
4624,424,824,376,0.0038736671539265585,4,L1,Observed,1,distractor
4625,425,825,400,0.02828309690790075,4,L1,Observed,1,distractor
4626,426,826,424,0.01571659537492032,4,L1,Observed,1,distractor
4627,427,827,448,0.02340376710314997,4,L1,Observed,1,distractor
4628,428,828,472,0.007504687667716997,4,L1,Observed,1,distractor
4629,429,829,496,-0.08292537853436911,4,L1,Observed,1,distractor
4630,430,830,520,-0.18060584591511697,4,L1,Observed,1,distractor
4631,431,831,544,-0.24033794385131405,4,L1,Observed,1,distractor
4632,432,832,568,-0.2514625612376975,4,L1,Observed,1,distractor
4633,433,833,592,-0.24827212418251676,4,L1,Observed,1,distractor
4634,434,834,616,-0.2382249861001533,4,L1,Observed,1,distractor
4635,435,835,640,-0.22016722831935512,4,L1,Observed,1,distractor
4636,436,836,664,-0.19723837125338542,4,L1,Observed,1,distractor
4637,437,837,688,-0.16291307085188225,4,L1,Observed,1,distractor
4638,438,838,712,-0.13512738615969058,4,L1,Observed,1,distractor
4639,439,839,736,-0.14619770055482142,4,L1,Observed,1,distractor
4640,440,840,760,-0.19004860127694745,4,L1,Observed,1,distractor
4641,441,841,784,-0.24213148192354886,4,L1,Observed,1,distractor
4642,442,842,808,-0.2434654616213832,4,L1,Observed,1,distractor
4643,443,843,832,-0.2214736245192649,4,L1,Observed,1,distractor
4644,444,844,856,-0.17692585000104144,4,L1,Observed,1,distractor
4645,445,845,880,-0.10122659900311703,4,L1,Observed,1,distractor
4646,446,846,904,-0.018363462569513045,4,L1,Observed,1,distractor
4647,447,847,928,0.0255690337543783,4,L1,Observed,1,distractor
4648,448,848,952,0.04295311529211266,4,L1,Observed,1,distractor
4649,449,849,976,0.04360245385153369,4,L1,Observed,1,distractor
4650,500,1000,-200,-0.004940676774977741,5,L1,Observed,1,distractor
4651,501,1001,-176,-0.07089706533834189,5,L1,Observed,1,distractor
4652,502,1002,-152,-0.09828852039267189,5,L1,Observed,1,distractor
4653,503,1003,-128,-0.11689705686361185,5,L1,Observed,1,distractor
4654,504,1004,-104,-0.1712530802855677,5,L1,Observed,1,distractor
4655,505,1005,-80,-0.24697824437863447,5,L1,Observed,1,distractor
4656,506,1006,-56,-0.2991215857350181,5,L1,Observed,1,distractor
4657,507,1007,-32,-0.323074017915237,5,L1,Observed,1,distractor
4658,508,1008,-8,-0.3436509776808306,5,L1,Observed,1,distractor
4659,509,1009,16,-0.34222261115281577,5,L1,Observed,1,distractor
4660,510,1010,40,-0.2950957777104775,5,L1,Observed,1,distractor
4661,511,1011,64,-0.19196268068810649,5,L1,Observed,1,distractor
4662,512,1012,88,-0.08747629100546271,5,L1,Observed,1,distractor
4663,513,1013,112,-0.03890041226278822,5,L1,Observed,1,distractor
4664,514,1014,136,-0.06141735404172852,5,L1,Observed,1,distractor
4665,515,1015,160,-0.051862797622512447,5,L1,Observed,1,distractor
4666,516,1016,184,-0.05401209282665359,5,L1,Observed,1,distractor
4667,517,1017,208,-0.09505238511913831,5,L1,Observed,1,distractor
4668,518,1018,232,-0.13942476440399398,5,L1,Observed,1,distractor
4669,519,1019,256,-0.1289639533641851,5,L1,Observed,1,distractor
4670,520,1020,280,-0.061496487555332206,5,L1,Observed,1,distractor
4671,521,1021,304,0.007407564389599208,5,L1,Observed,1,distractor
4672,522,1022,328,0.06647716370131888,5,L1,Observed,1,distractor
4673,523,1023,352,0.07545846844054878,5,L1,Observed,1,distractor
4674,524,1024,376,-0.013553095253216721,5,L1,Observed,1,distractor
4675,525,1025,400,-0.10451812312223253,5,L1,Observed,1,distractor
4676,526,1026,424,-0.10790663028992718,5,L1,Observed,1,distractor
4677,527,1027,448,-0.06531356853802363,5,L1,Observed,1,distractor
4678,528,1028,472,-0.07475372573971234,5,L1,Observed,1,distractor
4679,529,1029,496,-0.13791671536690198,5,L1,Observed,1,distractor
4680,530,1030,520,-0.1980108463779202,5,L1,Observed,1,distractor
4681,531,1031,544,-0.22020564641455684,5,L1,Observed,1,distractor
4682,532,1032,568,-0.20658775491625817,5,L1,Observed,1,distractor
4683,533,1033,592,-0.16849525818974245,5,L1,Observed,1,distractor
4684,534,1034,616,-0.11450816083819221,5,L1,Observed,1,distractor
4685,535,1035,640,-0.07118542480779093,5,L1,Observed,1,distractor
4686,536,1036,664,-0.0597902743580791,5,L1,Observed,1,distractor
4687,537,1037,688,-0.0073329429406061965,5,L1,Observed,1,distractor
4688,538,1038,712,0.03060865375279781,5,L1,Observed,1,distractor
4689,539,1039,736,0.0016184543573069994,5,L1,Observed,1,distractor
4690,540,1040,760,-0.08556176976530631,5,L1,Observed,1,distractor
4691,541,1041,784,-0.22486478799170836,5,L1,Observed,1,distractor
4692,542,1042,808,-0.30460910471368413,5,L1,Observed,1,distractor
4693,543,1043,832,-0.2622531948271492,5,L1,Observed,1,distractor
4694,544,1044,856,-0.115459232700386,5,L1,Observed,1,distractor
4695,545,1045,880,-0.0012144556625000972,5,L1,Observed,1,distractor
4696,546,1046,904,0.013965346323038927,5,L1,Observed,1,distractor
4697,547,1047,928,-0.011843626210343974,5,L1,Observed,1,distractor
4698,548,1048,952,-0.02463905301160375,5,L1,Observed,1,distractor
4699,549,1049,976,-0.016482836025524313,5,L1,Observed,1,distractor
4700,600,1200,-200,-0.045476523239412425,6,L1,Observed,1,distractor
4701,601,1201,-176,0.008406747024848824,6,L1,Observed,1,distractor
4702,602,1202,-152,0.01792829257375882,6,L1,Observed,1,distractor
4703,603,1203,-128,-0.05043043823332172,6,L1,Observed,1,distractor
4704,604,1204,-104,-0.07166004817935953,6,L1,Observed,1,distractor
4705,605,1205,-80,-0.03594669726807845,6,L1,Observed,1,distractor
4706,606,1206,-56,0.014831812516409283,6,L1,Observed,1,distractor
4707,607,1207,-32,0.05598898038668129,6,L1,Observed,1,distractor
4708,608,1208,-8,0.07835926083347433,6,L1,Observed,1,distractor
4709,609,1209,16,0.09687382962606195,6,L1,Observed,1,distractor
4710,610,1210,40,0.10844845765404691,6,L1,Observed,1,distractor
4711,611,1211,64,0.10880670770608321,6,L1,Observed,1,distractor
4712,612,1212,88,0.12653707206902118,6,L1,Observed,1,distractor
4713,613,1213,112,0.1437828797588515,6,L1,Observed,1,distractor
4714,614,1214,136,0.11752639184606095,6,L1,Observed,1,distractor
4715,615,1215,160,0.05652730145568655,6,L1,Observed,1,distractor
4716,616,1216,184,-0.0682942850348457,6,L1,Observed,1,distractor
4717,617,1217,208,-0.22365398795704058,6,L1,Observed,1,distractor
4718,618,1218,232,-0.3169265638791584,6,L1,Observed,1,distractor
4719,619,1219,256,-0.36290011211302975,6,L1,Observed,1,distractor
4720,620,1220,280,-0.36712333093735533,6,L1,Observed,1,distractor
4721,621,1221,304,-0.32972413308628473,6,L1,Observed,1,distractor
4722,622,1222,328,-0.26500755313733754,6,L1,Observed,1,distractor
4723,623,1223,352,-0.19808827203088322,6,L1,Observed,1,distractor
4724,624,1224,376,-0.1506734173835057,6,L1,Observed,1,distractor
4725,625,1225,400,-0.1083526815929513,6,L1,Observed,1,distractor
4726,626,1226,424,-0.05815269985611712,6,L1,Observed,1,distractor
4727,627,1227,448,-0.009368053109472451,6,L1,Observed,1,distractor
4728,628,1228,472,0.041773102439496314,6,L1,Observed,1,distractor
4729,629,1229,496,0.07148539710864832,6,L1,Observed,1,distractor
4730,630,1230,520,0.09227748371981369,6,L1,Observed,1,distractor
4731,631,1231,544,0.12179717171471997,6,L1,Observed,1,distractor
4732,632,1232,568,0.18229011621444,6,L1,Observed,1,distractor
4733,633,1233,592,0.22965484434893355,6,L1,Observed,1,distractor
4734,634,1234,616,0.2673226208812988,6,L1,Observed,1,distractor
4735,635,1235,640,0.26798583617156474,6,L1,Observed,1,distractor
4736,636,1236,664,0.21116973559957067,6,L1,Observed,1,distractor
4737,637,1237,688,0.08466265583874466,6,L1,Observed,1,distractor
4738,638,1238,712,-0.04585804641327169,6,L1,Observed,1,distractor
4739,639,1239,736,-0.07119660902313453,6,L1,Observed,1,distractor
4740,640,1240,760,-0.013489432613570648,6,L1,Observed,1,distractor
4741,641,1241,784,0.01827104287859589,6,L1,Observed,1,distractor
4742,642,1242,808,-0.04186889749782832,6,L1,Observed,1,distractor
4743,643,1243,832,-0.044732976307825134,6,L1,Observed,1,distractor
4744,644,1244,856,0.014639962454249013,6,L1,Observed,1,distractor
4745,645,1245,880,0.09557072934922976,6,L1,Observed,1,distractor
4746,646,1246,904,0.13993177210133934,6,L1,Observed,1,distractor
4747,647,1247,928,0.15482640099701495,6,L1,Observed,1,distractor
4748,648,1248,952,0.15684838198160564,6,L1,Observed,1,distractor
4749,649,1249,976,0.1354271098938423,6,L1,Observed,1,distractor
4750,700,1400,-200,0.13136251276127467,7,L1,Observed,1,distractor
4751,701,1401,-176,0.14885129476358627,7,L1,Observed,1,distractor
4752,702,1402,-152,0.1668710571495254,7,L1,Observed,1,distractor
4753,703,1403,-128,0.2315956513689524,7,L1,Observed,1,distractor
4754,704,1404,-104,0.23816621624691647,7,L1,Observed,1,distractor
4755,705,1405,-80,0.19564538584733485,7,L1,Observed,1,distractor
4756,706,1406,-56,0.10563468552846667,7,L1,Observed,1,distractor
4757,707,1407,-32,0.05156369193436877,7,L1,Observed,1,distractor
4758,708,1408,-8,0.058854990891561286,7,L1,Observed,1,distractor
4759,709,1409,16,0.11131637288316705,7,L1,Observed,1,distractor
4760,710,1410,40,0.19017944429555667,7,L1,Observed,1,distractor
4761,711,1411,64,0.2272639407485996,7,L1,Observed,1,distractor
4762,712,1412,88,0.17453363141626774,7,L1,Observed,1,distractor
4763,713,1413,112,0.16422540761076196,7,L1,Observed,1,distractor
4764,714,1414,136,0.21388476387141542,7,L1,Observed,1,distractor
4765,715,1415,160,0.2108690831151425,7,L1,Observed,1,distractor
4766,716,1416,184,0.057833851395938295,7,L1,Observed,1,distractor
4767,717,1417,208,-0.010919334094957172,7,L1,Observed,1,distractor
4768,718,1418,232,0.050877625345934575,7,L1,Observed,1,distractor
4769,719,1419,256,0.11975765426091807,7,L1,Observed,1,distractor
4770,720,1420,280,-0.04729159713988132,7,L1,Observed,1,distractor
4771,721,1421,304,-0.17569744690392164,7,L1,Observed,1,distractor
4772,722,1422,328,-0.21439455575272856,7,L1,Observed,1,distractor
4773,723,1423,352,-0.2161607969721664,7,L1,Observed,1,distractor
4774,724,1424,376,-0.1699309344618035,7,L1,Observed,1,distractor
4775,725,1425,400,-0.08833849113719561,7,L1,Observed,1,distractor
4776,726,1426,424,-0.06692985828304945,7,L1,Observed,1,distractor
4777,727,1427,448,-0.19059463288899828,7,L1,Observed,1,distractor
4778,728,1428,472,-0.32203610680964606,7,L1,Observed,1,distractor
4779,729,1429,496,-0.3735323643532642,7,L1,Observed,1,distractor
4780,730,1430,520,-0.352060957392155,7,L1,Observed,1,distractor
4781,731,1431,544,-0.2950149819088614,7,L1,Observed,1,distractor
4782,732,1432,568,-0.21389825216725764,7,L1,Observed,1,distractor
4783,733,1433,592,0.03924570027968941,7,L1,Observed,1,distractor
4784,734,1434,616,0.26279871012995976,7,L1,Observed,1,distractor
4785,735,1435,640,0.27049185732605363,7,L1,Observed,1,distractor
4786,736,1436,664,0.21315629477506215,7,L1,Observed,1,distractor
4787,737,1437,688,0.1734981522221084,7,L1,Observed,1,distractor
4788,738,1438,712,0.10935561476661414,7,L1,Observed,1,distractor
4789,739,1439,736,0.01640697059023495,7,L1,Observed,1,distractor
4790,740,1440,760,0.01771273113322272,7,L1,Observed,1,distractor
4791,741,1441,784,0.07766972727445731,7,L1,Observed,1,distractor
4792,742,1442,808,0.09936828035021937,7,L1,Observed,1,distractor
4793,743,1443,832,0.0893691143396994,7,L1,Observed,1,distractor
4794,744,1444,856,0.07329586888143286,7,L1,Observed,1,distractor
4795,745,1445,880,0.042735704128451873,7,L1,Observed,1,distractor
4796,746,1446,904,0.019994995159212034,7,L1,Observed,1,distractor
4797,747,1447,928,0.014136225493753643,7,L1,Observed,1,distractor
4798,748,1448,952,0.023635323450013363,7,L1,Observed,1,distractor
4799,749,1449,976,0.03432539228008982,7,L1,Observed,1,distractor
4800,800,1600,-200,0.08642536539789392,8,L1,Observed,1,distractor
4801,801,1601,-176,0.13312904943513157,8,L1,Observed,1,distractor
4802,802,1602,-152,0.17686315505394937,8,L1,Observed,1,distractor
4803,803,1603,-128,0.20874418188149413,8,L1,Observed,1,distractor
4804,804,1604,-104,0.25632566100973647,8,L1,Observed,1,distractor
4805,805,1605,-80,0.31085442586534506,8,L1,Observed,1,distractor
4806,806,1606,-56,0.3238267163665572,8,L1,Observed,1,distractor
4807,807,1607,-32,0.3195414571462651,8,L1,Observed,1,distractor
4808,808,1608,-8,0.2950098993718389,8,L1,Observed,1,distractor
4809,809,1609,16,0.2132540982905149,8,L1,Observed,1,distractor
4810,810,1610,40,0.042715079061832396,8,L1,Observed,1,distractor
4811,811,1611,64,-0.1673596934467844,8,L1,Observed,1,distractor
4812,812,1612,88,-0.3458664776044403,8,L1,Observed,1,distractor
4813,813,1613,112,-0.4514522975453665,8,L1,Observed,1,distractor
4814,814,1614,136,-0.40804555069456666,8,L1,Observed,1,distractor
4815,815,1615,160,-0.2517791561337402,8,L1,Observed,1,distractor
4816,816,1616,184,-0.06284154585854136,8,L1,Observed,1,distractor
4817,817,1617,208,-0.02031287576262124,8,L1,Observed,1,distractor
4818,818,1618,232,-0.019067373427222416,8,L1,Observed,1,distractor
4819,819,1619,256,-0.0002459717275356659,8,L1,Observed,1,distractor
4820,820,1620,280,0.05790494308922476,8,L1,Observed,1,distractor
4821,821,1621,304,0.15731544478225984,8,L1,Observed,1,distractor
4822,822,1622,328,0.19116223549646608,8,L1,Observed,1,distractor
4823,823,1623,352,0.18380781892661888,8,L1,Observed,1,distractor
4824,824,1624,376,0.186094847694552,8,L1,Observed,1,distractor
4825,825,1625,400,0.21162652442946758,8,L1,Observed,1,distractor
4826,826,1626,424,0.22916865636228426,8,L1,Observed,1,distractor
4827,827,1627,448,0.2130205721071946,8,L1,Observed,1,distractor
4828,828,1628,472,0.12827556470773854,8,L1,Observed,1,distractor
4829,829,1629,496,-0.010209372385416358,8,L1,Observed,1,distractor
4830,830,1630,520,-0.1454599780853295,8,L1,Observed,1,distractor
4831,831,1631,544,-0.24621785101451224,8,L1,Observed,1,distractor
4832,832,1632,568,-0.3176308140739326,8,L1,Observed,1,distractor
4833,833,1633,592,-0.3397776169381325,8,L1,Observed,1,distractor
4834,834,1634,616,-0.26580219013721695,8,L1,Observed,1,distractor
4835,835,1635,640,-0.13046160660675402,8,L1,Observed,1,distractor
4836,836,1636,664,-0.032782126748785036,8,L1,Observed,1,distractor
4837,837,1637,688,-0.004053283286663945,8,L1,Observed,1,distractor
4838,838,1638,712,0.0034725271571868013,8,L1,Observed,1,distractor
4839,839,1639,736,0.02001367942924846,8,L1,Observed,1,distractor
4840,840,1640,760,0.01984929054443498,8,L1,Observed,1,distractor
4841,841,1641,784,0.027997825970725046,8,L1,Observed,1,distractor
4842,842,1642,808,0.060628298884299305,8,L1,Observed,1,distractor
4843,843,1643,832,0.11546219004760534,8,L1,Observed,1,distractor
4844,844,1644,856,0.15913522130207391,8,L1,Observed,1,distractor
4845,845,1645,880,0.16103937084316552,8,L1,Observed,1,distractor
4846,846,1646,904,0.13790988484040198,8,L1,Observed,1,distractor
4847,847,1647,928,0.11086000416050919,8,L1,Observed,1,distractor
4848,848,1648,952,0.10740704187377663,8,L1,Observed,1,distractor
4849,849,1649,976,0.11344173007696273,8,L1,Observed,1,distractor
4850,900,1800,-200,0.07825247053411588,9,L1,Observed,1,distractor
4851,901,1801,-176,0.12630338356697265,9,L1,Observed,1,distractor
4852,902,1802,-152,0.13875976131269374,9,L1,Observed,1,distractor
4853,903,1803,-128,0.08267443414198182,9,L1,Observed,1,distractor
4854,904,1804,-104,0.015281778790209461,9,L1,Observed,1,distractor
4855,905,1805,-80,-0.059861981003279226,9,L1,Observed,1,distractor
4856,906,1806,-56,-0.12816032610407732,9,L1,Observed,1,distractor
4857,907,1807,-32,-0.14884678187794814,9,L1,Observed,1,distractor
4858,908,1808,-8,-0.12930986137929498,9,L1,Observed,1,distractor
4859,909,1809,16,-0.10322398163038753,9,L1,Observed,1,distractor
4860,910,1810,40,-0.10027008387647952,9,L1,Observed,1,distractor
4861,911,1811,64,-0.11305921245018591,9,L1,Observed,1,distractor
4862,912,1812,88,-0.13383046566395038,9,L1,Observed,1,distractor
4863,913,1813,112,-0.14774037272260584,9,L1,Observed,1,distractor
4864,914,1814,136,-0.10188266585222248,9,L1,Observed,1,distractor
4865,915,1815,160,-0.020589480550756104,9,L1,Observed,1,distractor
4866,916,1816,184,-0.00792319643057697,9,L1,Observed,1,distractor
4867,917,1817,208,-0.01789899294315015,9,L1,Observed,1,distractor
4868,918,1818,232,-0.063846321227018,9,L1,Observed,1,distractor
4869,919,1819,256,-0.08851291382033644,9,L1,Observed,1,distractor
4870,920,1820,280,-0.03347696567479433,9,L1,Observed,1,distractor
4871,921,1821,304,0.07390942899653409,9,L1,Observed,1,distractor
4872,922,1822,328,0.12290362491935887,9,L1,Observed,1,distractor
4873,923,1823,352,0.06481799485131026,9,L1,Observed,1,distractor
4874,924,1824,376,-0.0005415343350033535,9,L1,Observed,1,distractor
4875,925,1825,400,-0.04243830507326422,9,L1,Observed,1,distractor
4876,926,1826,424,-0.06402475446352049,9,L1,Observed,1,distractor
4877,927,1827,448,-0.07131683625704596,9,L1,Observed,1,distractor
4878,928,1828,472,-0.08580403840997441,9,L1,Observed,1,distractor
4879,929,1829,496,-0.13757806576947498,9,L1,Observed,1,distractor
4880,930,1830,520,-0.18587393014460016,9,L1,Observed,1,distractor
4881,931,1831,544,-0.20831830999476378,9,L1,Observed,1,distractor
4882,932,1832,568,-0.19548773522978521,9,L1,Observed,1,distractor
4883,933,1833,592,-0.13979697104988426,9,L1,Observed,1,distractor
4884,934,1834,616,-0.056013948926998285,9,L1,Observed,1,distractor
4885,935,1835,640,0.015033387030409538,9,L1,Observed,1,distractor
4886,936,1836,664,0.052283204222559214,9,L1,Observed,1,distractor
4887,937,1837,688,0.05617169753827747,9,L1,Observed,1,distractor
4888,938,1838,712,0.024416009533059568,9,L1,Observed,1,distractor
4889,939,1839,736,-0.03550472183122802,9,L1,Observed,1,distractor
4890,940,1840,760,-0.051066527142161096,9,L1,Observed,1,distractor
4891,941,1841,784,0.006874648263323902,9,L1,Observed,1,distractor
4892,942,1842,808,0.1059861954017755,9,L1,Observed,1,distractor
4893,943,1843,832,0.1693604655330718,9,L1,Observed,1,distractor
4894,944,1844,856,0.11229047097502605,9,L1,Observed,1,distractor
4895,945,1845,880,0.005964639513963647,9,L1,Observed,1,distractor
4896,946,1846,904,-0.06788125830373794,9,L1,Observed,1,distractor
4897,947,1847,928,-0.0795738847652634,9,L1,Observed,1,distractor
4898,948,1848,952,-0.02824195041210813,9,L1,Observed,1,distractor
4899,949,1849,976,0.06366158983213697,9,L1,Observed,1,distractor
4900,1000,2000,-200,-0.06099871606999018,10,L1,Observed,1,distractor
4901,1001,2001,-176,-0.031852366266719924,10,L1,Observed,1,distractor
4902,1002,2002,-152,-0.04392680474218453,10,L1,Observed,1,distractor
4903,1003,2003,-128,-0.10327072752817484,10,L1,Observed,1,distractor
4904,1004,2004,-104,-0.1595889296978498,10,L1,Observed,1,distractor
4905,1005,2005,-80,-0.17138449077180687,10,L1,Observed,1,distractor
4906,1006,2006,-56,-0.11563856695436121,10,L1,Observed,1,distractor
4907,1007,2007,-32,-0.016463513802738753,10,L1,Observed,1,distractor
4908,1008,2008,-8,0.05612726594173648,10,L1,Observed,1,distractor
4909,1009,2009,16,0.07709346783588202,10,L1,Observed,1,distractor
4910,1010,2010,40,0.06257223720824982,10,L1,Observed,1,distractor
4911,1011,2011,64,0.008935440410385923,10,L1,Observed,1,distractor
4912,1012,2012,88,-0.06446171362106273,10,L1,Observed,1,distractor
4913,1013,2013,112,-0.12309553130983864,10,L1,Observed,1,distractor
4914,1014,2014,136,-0.15741572462054437,10,L1,Observed,1,distractor
4915,1015,2015,160,-0.14727191063464548,10,L1,Observed,1,distractor
4916,1016,2016,184,-0.09285904967473231,10,L1,Observed,1,distractor
4917,1017,2017,208,-0.011335693513454164,10,L1,Observed,1,distractor
4918,1018,2018,232,0.07874005921355574,10,L1,Observed,1,distractor
4919,1019,2019,256,0.16189370505555586,10,L1,Observed,1,distractor
4920,1020,2020,280,0.20953407239414137,10,L1,Observed,1,distractor
4921,1021,2021,304,0.15764075755206472,10,L1,Observed,1,distractor
4922,1022,2022,328,0.047318651863738896,10,L1,Observed,1,distractor
4923,1023,2023,352,0.019516470682512773,10,L1,Observed,1,distractor
4924,1024,2024,376,0.025812190266279605,10,L1,Observed,1,distractor
4925,1025,2025,400,0.03493466023536982,10,L1,Observed,1,distractor
4926,1026,2026,424,0.07064403677130192,10,L1,Observed,1,distractor
