,level_0,index,time,Slope,PID,condition,method,ss,Target
2182,2132,4232,568,-0.04942989441664019,21,H1,Observed,1,target
2183,2133,4233,592,-0.06459691122271892,21,H1,Observed,1,target
2184,2134,4234,616,-0.1528394107629926,21,H1,Observed,1,target
2185,2135,4235,640,-0.1809421373938481,21,H1,Observed,1,target
2186,2136,4236,664,-0.1052310998308927,21,H1,Observed,1,target
2187,2137,4237,688,-0.04157659139201746,21,H1,Observed,1,target
2188,2138,4238,712,-0.041074916874788016,21,H1,Observed,1,target
2189,2139,4239,736,-0.09726347895116484,21,H1,Observed,1,target
2190,2140,4240,760,-0.21649796874821436,21,H1,Observed,1,target
2191,2141,4241,784,-0.30299503649921905,21,H1,Observed,1,target
2192,2142,4242,808,-0.32447494860779097,21,H1,Observed,1,target
2193,2143,4243,832,-0.30940205297620504,21,H1,Observed,1,target
2194,2144,4244,856,-0.2676182820268956,21,H1,Observed,1,target
2195,2145,4245,880,-0.23148753096854147,21,H1,Observed,1,target
2196,2146,4246,904,-0.24592952348590327,21,H1,Observed,1,target
2197,2147,4247,928,-0.2877231667953579,21,H1,Observed,1,target
2198,2148,4248,952,-0.3212032661157828,21,H1,Observed,1,target
2199,2149,4249,976,-0.33728956967043516,21,H1,Observed,1,target
2200,0,0,-200,0.027597974380694765,0,H1,Observed,1,distractor
2201,1,1,-176,-0.06281165154563899,0,H1,Observed,1,distractor
2202,2,2,-152,-0.220492227995552,0,H1,Observed,1,distractor
2203,3,3,-128,-0.22741588978563967,0,H1,Observed,1,distractor
2204,4,4,-104,-0.12412038848841984,0,H1,Observed,1,distractor
2205,5,5,-80,-0.005872611022036567,0,H1,Observed,1,distractor
2206,6,6,-56,0.11469258809020656,0,H1,Observed,1,distractor
2207,7,7,-32,0.20966615147710418,0,H1,Observed,1,distractor
2208,8,8,-8,0.2884514486500165,0,H1,Observed,1,distractor
2209,9,9,16,0.32899751077189243,0,H1,Observed,1,distractor
2210,10,10,40,0.15058735728849706,0,H1,Observed,1,distractor
2211,11,11,64,-0.001740829994362211,0,H1,Observed,1,distractor
2212,12,12,88,-0.03687937250893794,0,H1,Observed,1,distractor
2213,13,13,112,-0.04287334494536548,0,H1,Observed,1,distractor
2214,14,14,136,-0.007500822179081567,0,H1,Observed,1,distractor
2215,15,15,160,0.08367538620495583,0,H1,Observed,1,distractor
2216,16,16,184,0.18486033052487025,0,H1,Observed,1,distractor
2217,17,17,208,0.1686246187737932,0,H1,Observed,1,distractor
2218,18,18,232,0.0394582314415475,0,H1,Observed,1,distractor
2219,19,19,256,-0.07166660414842325,0,H1,Observed,1,distractor
2220,20,20,280,-0.13184275083826555,0,H1,Observed,1,distractor
2221,21,21,304,-0.2292700029520721,0,H1,Observed,1,distractor
2222,22,22,328,-0.30176893690936374,0,H1,Observed,1,distractor
2223,23,23,352,-0.3132076262156958,0,H1,Observed,1,distractor
2224,24,24,376,-0.26386831095940305,0,H1,Observed,1,distractor
2225,25,25,400,-0.16534166472640044,0,H1,Observed,1,distractor
2226,26,26,424,-0.12211546522782206,0,H1,Observed,1,distractor
2227,27,27,448,-0.13354789435086376,0,H1,Observed,1,distractor
2228,28,28,472,-0.13948637639576034,0,H1,Observed,1,distractor
2229,29,29,496,-0.16153230557203188,0,H1,Observed,1,distractor
2230,30,30,520,-0.16662834593071074,0,H1,Observed,1,distractor
2231,31,31,544,-0.126787196921772,0,H1,Observed,1,distractor
2232,32,32,568,-0.03418585849948319,0,H1,Observed,1,distractor
2233,33,33,592,0.028527293741763007,0,H1,Observed,1,distractor
2234,34,34,616,0.01860488224928643,0,H1,Observed,1,distractor
2235,35,35,640,0.009578037878508536,0,H1,Observed,1,distractor
2236,36,36,664,0.08513802304686548,0,H1,Observed,1,distractor
2237,37,37,688,0.2315690406847664,0,H1,Observed,1,distractor
2238,38,38,712,0.328914406981272,0,H1,Observed,1,distractor
2239,39,39,736,0.29455374757297376,0,H1,Observed,1,distractor
2240,40,40,760,0.19533305956207347,0,H1,Observed,1,distractor
2241,41,41,784,0.05453331904326242,0,H1,Observed,1,distractor
2242,42,42,808,-0.0839227120001742,0,H1,Observed,1,distractor
2243,43,43,832,-0.19185930622105332,0,H1,Observed,1,distractor
2244,44,44,856,-0.27240437312229765,0,H1,Observed,1,distractor
2245,45,45,880,-0.34136962608938437,0,H1,Observed,1,distractor
2246,46,46,904,-0.4079730450697206,0,H1,Observed,1,distractor
2247,47,47,928,-0.424122222343051,0,H1,Observed,1,distractor
2248,48,48,952,-0.37857643198026264,0,H1,Observed,1,distractor
2249,49,49,976,-0.30690188290921677,0,H1,Observed,1,distractor
2250,100,200,-200,0.12024612719412538,1,H1,Observed,1,distractor
2251,101,201,-176,0.11783407521884666,1,H1,Observed,1,distractor
2252,102,202,-152,0.05914024063615514,1,H1,Observed,1,distractor
2253,103,203,-128,0.02030220486284278,1,H1,Observed,1,distractor
2254,104,204,-104,0.08924711578099391,1,H1,Observed,1,distractor
2255,105,205,-80,0.1269710778700934,1,H1,Observed,1,distractor
2256,106,206,-56,0.04767625212804285,1,H1,Observed,1,distractor
2257,107,207,-32,-0.06312079509491399,1,H1,Observed,1,distractor
2258,108,208,-8,-0.08667592363041775,1,H1,Observed,1,distractor
2259,109,209,16,-0.024253969492098404,1,H1,Observed,1,distractor
2260,110,210,40,0.0609332266899471,1,H1,Observed,1,distractor
2261,111,211,64,0.08679224677641188,1,H1,Observed,1,distractor
2262,112,212,88,0.04780937831240021,1,H1,Observed,1,distractor
2263,113,213,112,-0.02560951701237617,1,H1,Observed,1,distractor
2264,114,214,136,-0.1168990014263314,1,H1,Observed,1,distractor
2265,115,215,160,-0.1916360725894041,1,H1,Observed,1,distractor
2266,116,216,184,-0.21601718870142803,1,H1,Observed,1,distractor
2267,117,217,208,-0.19907949927530988,1,H1,Observed,1,distractor
2268,118,218,232,-0.18956906129996587,1,H1,Observed,1,distractor
2269,119,219,256,-0.19962347317578344,1,H1,Observed,1,distractor
2270,120,220,280,-0.21516633313330344,1,H1,Observed,1,distractor
2271,121,221,304,-0.20683194242439037,1,H1,Observed,1,distractor
2272,122,222,328,-0.17616123568679273,1,H1,Observed,1,distractor
2273,123,223,352,-0.1671427130316626,1,H1,Observed,1,distractor
2274,124,224,376,-0.15251955001521203,1,H1,Observed,1,distractor
2275,125,225,400,-0.0993764916585418,1,H1,Observed,1,distractor
2276,126,226,424,-0.048033393055327396,1,H1,Observed,1,distractor
2277,127,227,448,-0.05276833765160307,1,H1,Observed,1,distractor
2278,128,228,472,-0.08360038147213855,1,H1,Observed,1,distractor
2279,129,229,496,-0.16776094970179167,1,H1,Observed,1,distractor
2280,130,230,520,-0.2743596213170589,1,H1,Observed,1,distractor
2281,131,231,544,-0.3579831599508949,1,H1,Observed,1,distractor
2282,132,232,568,-0.4415510650987362,1,H1,Observed,1,distractor
2283,133,233,592,-0.48070331024356844,1,H1,Observed,1,distractor
2284,134,234,616,-0.4569449925122842,1,H1,Observed,1,distractor
2285,135,235,640,-0.39767433003267527,1,H1,Observed,1,distractor
2286,136,236,664,-0.30763056615064555,1,H1,Observed,1,distractor
2287,137,237,688,-0.10206880875579528,1,H1,Observed,1,distractor
2288,138,238,712,0.22503669645047453,1,H1,Observed,1,distractor
2289,139,239,736,0.4074544619914049,1,H1,Observed,1,distractor
2290,140,240,760,0.4079343577212751,1,H1,Observed,1,distractor
2291,141,241,784,0.2549085384868539,1,H1,Observed,1,distractor
2292,142,242,808,0.052144055322930434,1,H1,Observed,1,distractor
2293,143,243,832,-0.09840120730235974,1,H1,Observed,1,distractor
2294,144,244,856,-0.15638717964322438,1,H1,Observed,1,distractor
2295,145,245,880,-0.1303532842852212,1,H1,Observed,1,distractor
2296,146,246,904,-0.06877704863862666,1,H1,Observed,1,distractor
2297,147,247,928,-0.01799301839473068,1,H1,Observed,1,distractor
2298,148,248,952,-0.04573719651009622,1,H1,Observed,1,distractor
2299,149,249,976,-0.09740913628387078,1,H1,Observed,1,distractor
2300,200,400,-200,-0.01707147042300675,2,H1,Observed,1,distractor
2301,201,401,-176,-0.031649480689318665,2,H1,Observed,1,distractor
2302,202,402,-152,0.018766404193604366,2,H1,Observed,1,distractor
2303,203,403,-128,0.11195155634609415,2,H1,Observed,1,distractor
2304,204,404,-104,0.1833034482323336,2,H1,Observed,1,distractor
2305,205,405,-80,0.17960287252895532,2,H1,Observed,1,distractor
2306,206,406,-56,0.13154497672253765,2,H1,Observed,1,distractor
2307,207,407,-32,0.16278462278277525,2,H1,Observed,1,distractor
2308,208,408,-8,0.2028168383765797,2,H1,Observed,1,distractor
2309,209,409,16,0.2493321906244251,2,H1,Observed,1,distractor
2310,210,410,40,0.30246992408959633,2,H1,Observed,1,distractor
2311,211,411,64,0.30207372168944163,2,H1,Observed,1,distractor
2312,212,412,88,0.2514804336536756,2,H1,Observed,1,distractor
2313,213,413,112,0.15370386531933122,2,H1,Observed,1,distractor
2314,214,414,136,0.06576590888341755,2,H1,Observed,1,distractor
2315,215,415,160,-0.006277535029915759,2,H1,Observed,1,distractor
2316,216,416,184,-0.0463143547085991,2,H1,Observed,1,distractor
2317,217,417,208,-0.0882944141652644,2,H1,Observed,1,distractor
2318,218,418,232,-0.0978126926872655,2,H1,Observed,1,distractor
2319,219,419,256,-0.16707337315656381,2,H1,Observed,1,distractor
2320,220,420,280,-0.21460960596551873,2,H1,Observed,1,distractor
2321,221,421,304,-0.22684135581737983,2,H1,Observed,1,distractor
2322,222,422,328,-0.2027739120424009,2,H1,Observed,1,distractor
2323,223,423,352,-0.18611272066019371,2,H1,Observed,1,distractor
2324,224,424,376,-0.19642876802711162,2,H1,Observed,1,distractor
2325,225,425,400,-0.21328098959169783,2,H1,Observed,1,distractor
2326,226,426,424,-0.21625369583614337,2,H1,Observed,1,distractor
2327,227,427,448,-0.21078386097165283,2,H1,Observed,1,distractor
2328,228,428,472,-0.20508275450033162,2,H1,Observed,1,distractor
2329,229,429,496,-0.19537234371422008,2,H1,Observed,1,distractor
2330,230,430,520,-0.21203461092252004,2,H1,Observed,1,distractor
2331,231,431,544,-0.273272218579436,2,H1,Observed,1,distractor
2332,232,432,568,-0.34494561365131643,2,H1,Observed,1,distractor
2333,233,433,592,-0.40021459449559726,2,H1,Observed,1,distractor
2334,234,434,616,-0.43249024460323254,2,H1,Observed,1,distractor
2335,235,435,640,-0.43250483704137704,2,H1,Observed,1,distractor
2336,236,436,664,-0.3878241175098985,2,H1,Observed,1,distractor
2337,237,437,688,-0.32898722629679233,2,H1,Observed,1,distractor
2338,238,438,712,-0.24662546029116272,2,H1,Observed,1,distractor
2339,239,439,736,-0.16530991397582806,2,H1,Observed,1,distractor
2340,240,440,760,-0.08009311838170248,2,H1,Observed,1,distractor
2341,241,441,784,-0.0019372216946934213,2,H1,Observed,1,distractor
2342,242,442,808,0.04122549846985289,2,H1,Observed,1,distractor
2343,243,443,832,0.055070472957357015,2,H1,Observed,1,distractor
2344,244,444,856,0.025643765501973864,2,H1,Observed,1,distractor
2345,245,445,880,-0.0010175317928734935,2,H1,Observed,1,distractor
2346,246,446,904,-0.07964903633778052,2,H1,Observed,1,distractor
2347,247,447,928,-0.2270490139426533,2,H1,Observed,1,distractor
2348,248,448,952,-0.34721221785703027,2,H1,Observed,1,distractor
2349,249,449,976,-0.39100477474037193,2,H1,Observed,1,distractor
2350,300,600,-200,-0.17377138244719856,3,H1,Observed,1,distractor
2351,301,601,-176,-0.14069909275720674,3,H1,Observed,1,distractor
2352,302,602,-152,-0.05935225558295182,3,H1,Observed,1,distractor
2353,303,603,-128,0.014538611139670558,3,H1,Observed,1,distractor
2354,304,604,-104,0.04179491720130644,3,H1,Observed,1,distractor
2355,305,605,-80,0.01703306558016642,3,H1,Observed,1,distractor
2356,306,606,-56,-0.07781530996170903,3,H1,Observed,1,distractor
2357,307,607,-32,-0.1199692249337775,3,H1,Observed,1,distractor
2358,308,608,-8,-0.05555999330349526,3,H1,Observed,1,distractor
2359,309,609,16,0.02060574893666522,3,H1,Observed,1,distractor
2360,310,610,40,0.05540774136320226,3,H1,Observed,1,distractor
2361,311,611,64,-0.016390493397308203,3,H1,Observed,1,distractor
2362,312,612,88,-0.11016848271719777,3,H1,Observed,1,distractor
2363,313,613,112,-0.13925284962976447,3,H1,Observed,1,distractor
2364,314,614,136,-0.21293338318939914,3,H1,Observed,1,distractor
2365,315,615,160,-0.28483733094387986,3,H1,Observed,1,distractor
2366,316,616,184,-0.30190924106851247,3,H1,Observed,1,distractor
2367,317,617,208,-0.2924227107403005,3,H1,Observed,1,distractor
2368,318,618,232,-0.26267059489564587,3,H1,Observed,1,distractor
2369,319,619,256,-0.19833789706309582,3,H1,Observed,1,distractor
2370,320,620,280,-0.19005383190438385,3,H1,Observed,1,distractor
2371,321,621,304,-0.26516707531912637,3,H1,Observed,1,distractor
2372,322,622,328,-0.2918175845856967,3,H1,Observed,1,distractor
2373,323,623,352,-0.2987571775933531,3,H1,Observed,1,distractor
2374,324,624,376,-0.3058897484029,3,H1,Observed,1,distractor
2375,325,625,400,-0.2958268915728295,3,H1,Observed,1,distractor
2376,326,626,424,-0.19803989023532406,3,H1,Observed,1,distractor
2377,327,627,448,-0.05070729908137411,3,H1,Observed,1,distractor
2378,328,628,472,0.04017991411987378,3,H1,Observed,1,distractor
2379,329,629,496,0.04020161277531765,3,H1,Observed,1,distractor
2380,330,630,520,-0.015881235131644692,3,H1,Observed,1,distractor
2381,331,631,544,-0.05747201845541902,3,H1,Observed,1,distractor
2382,332,632,568,-0.04357039624933134,3,H1,Observed,1,distractor
2383,333,633,592,0.010395363249344224,3,H1,Observed,1,distractor
2384,334,634,616,0.057913614733724854,3,H1,Observed,1,distractor
2385,335,635,640,0.033381798703693684,3,H1,Observed,1,distractor
2386,336,636,664,-0.007077345506477619,3,H1,Observed,1,distractor
2387,337,637,688,-0.05150997505127828,3,H1,Observed,1,distractor
2388,338,638,712,-0.12395894872700032,3,H1,Observed,1,distractor
2389,339,639,736,-0.11121196423717424,3,H1,Observed,1,distractor
2390,340,640,760,0.005565442211663436,3,H1,Observed,1,distractor
2391,341,641,784,0.1721592708634346,3,H1,Observed,1,distractor
2392,342,642,808,0.22410163648360215,3,H1,Observed,1,distractor
2393,343,643,832,0.1961004120009137,3,H1,Observed,1,distractor
2394,344,644,856,0.15795173762229964,3,H1,Observed,1,distractor
2395,345,645,880,0.1704154246558427,3,H1,Observed,1,distractor
2396,346,646,904,0.21615446638839128,3,H1,Observed,1,distractor
2397,347,647,928,0.20628199249531398,3,H1,Observed,1,distractor
2398,348,648,952,0.16910680994297847,3,H1,Observed,1,distractor
2399,349,649,976,0.12139189952238731,3,H1,Observed,1,distractor
2400,400,800,-200,-0.0475131670695082,4,H1,Observed,1,distractor
2401,401,801,-176,-0.02879014972697272,4,H1,Observed,1,distractor
2402,402,802,-152,0.02960141427597016,4,H1,Observed,1,distractor
2403,403,803,-128,0.059153552088978434,4,H1,Observed,1,distractor
2404,404,804,-104,0.02956963857822346,4,H1,Observed,1,distractor
2405,405,805,-80,-0.02030237710258281,4,H1,Observed,1,distractor
2406,406,806,-56,-0.06378323756982288,4,H1,Observed,1,distractor
2407,407,807,-32,-0.0823673437971475,4,H1,Observed,1,distractor
2408,408,808,-8,-0.0688083122090281,4,H1,Observed,1,distractor
2409,409,809,16,-0.013260980901880397,4,H1,Observed,1,distractor
2410,410,810,40,0.08670927089680446,4,H1,Observed,1,distractor
2411,411,811,64,0.17728898849765531,4,H1,Observed,1,distractor
2412,412,812,88,0.20538967656998663,4,H1,Observed,1,distractor
2413,413,813,112,0.19184784668876484,4,H1,Observed,1,distractor
2414,414,814,136,0.15009436043530358,4,H1,Observed,1,distractor
2415,415,815,160,0.0614780697490239,4,H1,Observed,1,distractor
2416,416,816,184,-0.06963770740961912,4,H1,Observed,1,distractor
2417,417,817,208,-0.17049652423768347,4,H1,Observed,1,distractor
2418,418,818,232,-0.1880418570155933,4,H1,Observed,1,distractor
2419,419,819,256,-0.13448231395558788,4,H1,Observed,1,distractor
2420,420,820,280,-0.06740906491782078,4,H1,Observed,1,distractor
2421,421,821,304,-0.02962577329363611,4,H1,Observed,1,distractor
2422,422,822,328,-0.04273103883254143,4,H1,Observed,1,distractor
2423,423,823,352,-0.09871820698713812,4,H1,Observed,1,distractor
2424,424,824,376,-0.13688323365146218,4,H1,Observed,1,distractor
2425,425,825,400,-0.13785396060249563,4,H1,Observed,1,distractor
2426,426,826,424,-0.11998473323450994,4,H1,Observed,1,distractor
2427,427,827,448,-0.09450090513058713,4,H1,Observed,1,distractor
2428,428,828,472,-0.09342368819308396,4,H1,Observed,1,distractor
2429,429,829,496,-0.113043177507761,4,H1,Observed,1,distractor
2430,430,830,520,-0.15159506838334258,4,H1,Observed,1,distractor
2431,431,831,544,-0.22328096502473502,4,H1,Observed,1,distractor
2432,432,832,568,-0.27327106581476995,4,H1,Observed,1,distractor
2433,433,833,592,-0.2908800962589997,4,H1,Observed,1,distractor
2434,434,834,616,-0.27867680477653484,4,H1,Observed,1,distractor
2435,435,835,640,-0.2308545177654491,4,H1,Observed,1,distractor
2436,436,836,664,-0.16426173106598294,4,H1,Observed,1,distractor
2437,437,837,688,-0.10767829472291779,4,H1,Observed,1,distractor
2438,438,838,712,-0.08533206708053497,4,H1,Observed,1,distractor
2439,439,839,736,-0.08174736694298507,4,H1,Observed,1,distractor
2440,440,840,760,-0.04870103265467938,4,H1,Observed,1,distractor
2441,441,841,784,-0.0136077139594499,4,H1,Observed,1,distractor
2442,442,842,808,0.001718672558356354,4,H1,Observed,1,distractor
2443,443,843,832,0.010089239392434453,4,H1,Observed,1,distractor
2444,444,844,856,0.02930676780318046,4,H1,Observed,1,distractor
2445,445,845,880,0.05486196061501963,4,H1,Observed,1,distractor
2446,446,846,904,0.0478665153735473,4,H1,Observed,1,distractor
2447,447,847,928,-0.013120452467717808,4,H1,Observed,1,distractor
2448,448,848,952,-0.0735520116792291,4,H1,Observed,1,distractor
2449,449,849,976,-0.10347359821689052,4,H1,Observed,1,distractor
2450,500,1000,-200,0.05369755250470481,5,H1,Observed,1,distractor
2451,501,1001,-176,0.004101611905107924,5,H1,Observed,1,distractor
2452,502,1002,-152,-0.011983358729948814,5,H1,Observed,1,distractor
2453,503,1003,-128,0.0024977744538650973,5,H1,Observed,1,distractor
2454,504,1004,-104,0.042734895382808925,5,H1,Observed,1,distractor
2455,505,1005,-80,0.015736337363373123,5,H1,Observed,1,distractor
2456,506,1006,-56,-0.030394110287636843,5,H1,Observed,1,distractor
2457,507,1007,-32,-0.05485491736039296,5,H1,Observed,1,distractor
2458,508,1008,-8,-0.027003441617373457,5,H1,Observed,1,distractor
2459,509,1009,16,0.021389737383335734,5,H1,Observed,1,distractor
2460,510,1010,40,0.051366742517381804,5,H1,Observed,1,distractor
2461,511,1011,64,0.03424716167861096,5,H1,Observed,1,distractor
2462,512,1012,88,-0.013782830588049097,5,H1,Observed,1,distractor
2463,513,1013,112,-0.07548965742772891,5,H1,Observed,1,distractor
2464,514,1014,136,-0.11970868160678438,5,H1,Observed,1,distractor
2465,515,1015,160,-0.11850544442765017,5,H1,Observed,1,distractor
2466,516,1016,184,-0.08007506704046591,5,H1,Observed,1,distractor
2467,517,1017,208,-0.021297396822533333,5,H1,Observed,1,distractor
2468,518,1018,232,0.03409472362028302,5,H1,Observed,1,distractor
2469,519,1019,256,0.08553622430331835,5,H1,Observed,1,distractor
2470,520,1020,280,0.13988861191739935,5,H1,Observed,1,distractor
2471,521,1021,304,0.11819599553422844,5,H1,Observed,1,distractor
2472,522,1022,328,0.09524343273061076,5,H1,Observed,1,distractor
2473,523,1023,352,0.08142743370719453,5,H1,Observed,1,distractor
2474,524,1024,376,0.023732970807112303,5,H1,Observed,1,distractor
2475,525,1025,400,-0.14478124635382345,5,H1,Observed,1,distractor
2476,526,1026,424,-0.27371997377611207,5,H1,Observed,1,distractor
2477,527,1027,448,-0.3085249018218821,5,H1,Observed,1,distractor
2478,528,1028,472,-0.30281413254284467,5,H1,Observed,1,distractor
2479,529,1029,496,-0.2941498572513975,5,H1,Observed,1,distractor
2480,530,1030,520,-0.2705679405393024,5,H1,Observed,1,distractor
2481,531,1031,544,-0.2553617164942194,5,H1,Observed,1,distractor
2482,532,1032,568,-0.24210825944840372,5,H1,Observed,1,distractor
2483,533,1033,592,-0.22156545978403117,5,H1,Observed,1,distractor
2484,534,1034,616,-0.2261020780107826,5,H1,Observed,1,distractor
2485,535,1035,640,-0.2207779754978633,5,H1,Observed,1,distractor
2486,536,1036,664,-0.1287353840019886,5,H1,Observed,1,distractor
2487,537,1037,688,-0.008900241158920455,5,H1,Observed,1,distractor
2488,538,1038,712,0.02988384806566029,5,H1,Observed,1,distractor
2489,539,1039,736,0.01682264309511016,5,H1,Observed,1,distractor
2490,540,1040,760,-0.015838018353606906,5,H1,Observed,1,distractor
2491,541,1041,784,-0.024586200847622877,5,H1,Observed,1,distractor
2492,542,1042,808,-0.004097588534891866,5,H1,Observed,1,distractor
2493,543,1043,832,0.07125687887059999,5,H1,Observed,1,distractor
2494,544,1044,856,0.10143177107491037,5,H1,Observed,1,distractor
2495,545,1045,880,0.024318345054867404,5,H1,Observed,1,distractor
2496,546,1046,904,-0.027359008145738606,5,H1,Observed,1,distractor
2497,547,1047,928,-0.03135462792652196,5,H1,Observed,1,distractor
2498,548,1048,952,-0.013861477560273153,5,H1,Observed,1,distractor
2499,549,1049,976,0.00253876451794068,5,H1,Observed,1,distractor
2500,600,1200,-200,0.0428120091925758,6,H1,Observed,1,distractor
2501,601,1201,-176,0.04808910693110099,6,H1,Observed,1,distractor
2502,602,1202,-152,0.119553637930293,6,H1,Observed,1,distractor
2503,603,1203,-128,0.2037471452021223,6,H1,Observed,1,distractor
2504,604,1204,-104,0.1768772069310064,6,H1,Observed,1,distractor
2505,605,1205,-80,0.07502191700672213,6,H1,Observed,1,distractor
2506,606,1206,-56,0.021638201178732108,6,H1,Observed,1,distractor
2507,607,1207,-32,0.03206678488197066,6,H1,Observed,1,distractor
2508,608,1208,-8,0.00383365415092816,6,H1,Observed,1,distractor
2509,609,1209,16,-0.05901014512515781,6,H1,Observed,1,distractor
2510,610,1210,40,-0.08487515535807794,6,H1,Observed,1,distractor
2511,611,1211,64,-0.04930219770049717,6,H1,Observed,1,distractor
2512,612,1212,88,0.034293656064546596,6,H1,Observed,1,distractor
2513,613,1213,112,0.06492797495913068,6,H1,Observed,1,distractor
2514,614,1214,136,0.039649799062003985,6,H1,Observed,1,distractor
2515,615,1215,160,-0.0034227970334746276,6,H1,Observed,1,distractor
2516,616,1216,184,-0.0404223466220379,6,H1,Observed,1,distractor
2517,617,1217,208,-0.04518700233454389,6,H1,Observed,1,distractor
2518,618,1218,232,-0.014782004131192654,6,H1,Observed,1,distractor
2519,619,1219,256,-0.031158996948430013,6,H1,Observed,1,distractor
2520,620,1220,280,-0.061073721326674546,6,H1,Observed,1,distractor
2521,621,1221,304,-0.05923815478924587,6,H1,Observed,1,distractor
2522,622,1222,328,-0.037249054054814566,6,H1,Observed,1,distractor
2523,623,1223,352,-0.03357421749487283,6,H1,Observed,1,distractor
2524,624,1224,376,-0.03673749420918964,6,H1,Observed,1,distractor
2525,625,1225,400,-0.07349811881490594,6,H1,Observed,1,distractor
2526,626,1226,424,-0.17339598300936812,6,H1,Observed,1,distractor
2527,627,1227,448,-0.2729241650319692,6,H1,Observed,1,distractor
2528,628,1228,472,-0.2613908661003728,6,H1,Observed,1,distractor
2529,629,1229,496,-0.08431779761528639,6,H1,Observed,1,distractor
2530,630,1230,520,0.09132775297977665,6,H1,Observed,1,distractor
2531,631,1231,544,0.10746442237404337,6,H1,Observed,1,distractor
2532,632,1232,568,0.019573363583102348,6,H1,Observed,1,distractor
2533,633,1233,592,-0.01983146832627072,6,H1,Observed,1,distractor
2534,634,1234,616,0.004962350032724004,6,H1,Observed,1,distractor
2535,635,1235,640,0.10674877852293918,6,H1,Observed,1,distractor
2536,636,1236,664,0.18335883126672392,6,H1,Observed,1,distractor
2537,637,1237,688,0.09313924367665055,6,H1,Observed,1,distractor
2538,638,1238,712,-0.09600650516217879,6,H1,Observed,1,distractor
2539,639,1239,736,-0.1741943817617866,6,H1,Observed,1,distractor
2540,640,1240,760,-0.20450462258199767,6,H1,Observed,1,distractor
2541,641,1241,784,-0.1802321653117568,6,H1,Observed,1,distractor
2542,642,1242,808,-0.05149316027690589,6,H1,Observed,1,distractor
2543,643,1243,832,0.009892483658017643,6,H1,Observed,1,distractor
2544,644,1244,856,0.09275991210103147,6,H1,Observed,1,distractor
2545,645,1245,880,0.22309134937716346,6,H1,Observed,1,distractor
2546,646,1246,904,0.3442112552081727,6,H1,Observed,1,distractor
2547,647,1247,928,0.40965071422332205,6,H1,Observed,1,distractor
2548,648,1248,952,0.3948623960267523,6,H1,Observed,1,distractor
2549,649,1249,976,0.31277849951297504,6,H1,Observed,1,distractor
2550,700,1400,-200,0.09609420010471888,7,H1,Observed,1,distractor
2551,701,1401,-176,0.11044818427410245,7,H1,Observed,1,distractor
2552,702,1402,-152,0.1404925074452962,7,H1,Observed,1,distractor
2553,703,1403,-128,0.12599786636190843,7,H1,Observed,1,distractor
2554,704,1404,-104,0.08823008485373705,7,H1,Observed,1,distractor
2555,705,1405,-80,0.1086980127614902,7,H1,Observed,1,distractor
2556,706,1406,-56,0.14469541416138912,7,H1,Observed,1,distractor
2557,707,1407,-32,0.1301120495015842,7,H1,Observed,1,distractor
2558,708,1408,-8,0.08724786799731397,7,H1,Observed,1,distractor
2559,709,1409,16,0.039771849090230675,7,H1,Observed,1,distractor
2560,710,1410,40,0.014377683980876016,7,H1,Observed,1,distractor
2561,711,1411,64,0.04902905464041768,7,H1,Observed,1,distractor
2562,712,1412,88,0.12717136960439498,7,H1,Observed,1,distractor
2563,713,1413,112,0.20627617582311716,7,H1,Observed,1,distractor
2564,714,1414,136,0.1498106609121915,7,H1,Observed,1,distractor
2565,715,1415,160,0.010132432485672492,7,H1,Observed,1,distractor
2566,716,1416,184,-0.08197100922636559,7,H1,Observed,1,distractor
2567,717,1417,208,-0.11901700315548673,7,H1,Observed,1,distractor
2568,718,1418,232,-0.11283930244752262,7,H1,Observed,1,distractor
2569,719,1419,256,-0.03262481092360147,7,H1,Observed,1,distractor
2570,720,1420,280,0.08127731610919346,7,H1,Observed,1,distractor
2571,721,1421,304,0.07226715084764179,7,H1,Observed,1,distractor
2572,722,1422,328,-0.0200577807037879,7,H1,Observed,1,distractor
2573,723,1423,352,-0.0743245005771475,7,H1,Observed,1,distractor
2574,724,1424,376,-0.11463475804562256,7,H1,Observed,1,distractor
2575,725,1425,400,-0.14784157340461232,7,H1,Observed,1,distractor
2576,726,1426,424,-0.14825012113029487,7,H1,Observed,1,distractor
2577,727,1427,448,-0.10130596244090954,7,H1,Observed,1,distractor
2578,728,1428,472,-0.05554637666985102,7,H1,Observed,1,distractor
2579,729,1429,496,-0.03241388844634074,7,H1,Observed,1,distractor
2580,730,1430,520,0.019167525855209294,7,H1,Observed,1,distractor
2581,731,1431,544,0.05448783344777312,7,H1,Observed,1,distractor
2582,732,1432,568,0.01921432829354483,7,H1,Observed,1,distractor
2583,733,1433,592,-0.049735579351511607,7,H1,Observed,1,distractor
2584,734,1434,616,-0.09807190395196473,7,H1,Observed,1,distractor
2585,735,1435,640,-0.11952383987338282,7,H1,Observed,1,distractor
2586,736,1436,664,-0.14037885092744906,7,H1,Observed,1,distractor
2587,737,1437,688,-0.10750644232122437,7,H1,Observed,1,distractor
2588,738,1438,712,-0.05652722104071357,7,H1,Observed,1,distractor
2589,739,1439,736,-0.013270396376701235,7,H1,Observed,1,distractor
2590,740,1440,760,0.030595767556102396,7,H1,Observed,1,distractor
