,time,Slope,PID,condition,method
1625,400,-0.002885346993356535,8,ss1_sim,Observed
1626,424,-0.012637051115884942,8,ss1_sim,Observed
1627,448,-0.05027964715223935,8,ss1_sim,Observed
1628,472,-0.05219222877418469,8,ss1_sim,Observed
1629,496,0.018635790788214927,8,ss1_sim,Observed
1630,520,0.07848895216076633,8,ss1_sim,Observed
1631,544,0.1117134135150278,8,ss1_sim,Observed
1632,568,0.1480623566779745,8,ss1_sim,Observed
1633,592,0.18685593512264623,8,ss1_sim,Observed
1634,616,0.1612069886352505,8,ss1_sim,Observed
1635,640,0.05587230247374344,8,ss1_sim,Observed
1636,664,0.024207390635827674,8,ss1_sim,Observed
1637,688,0.06102885962850529,8,ss1_sim,Observed
1638,712,0.08612361629226828,8,ss1_sim,Observed
1639,736,0.0897098665274869,8,ss1_sim,Observed
1640,760,0.035056701760067956,8,ss1_sim,Observed
1641,784,-0.04237215861436514,8,ss1_sim,Observed
1642,808,-0.04957051464182142,8,ss1_sim,Observed
1643,832,-0.010140337274809523,8,ss1_sim,Observed
1644,856,0.024457416560397408,8,ss1_sim,Observed
1645,880,0.031859437951306954,8,ss1_sim,Observed
1646,904,0.012715421657920029,8,ss1_sim,Observed
1647,928,0.005828769495255522,8,ss1_sim,Observed
1648,952,-0.0009077052551235495,8,ss1_sim,Observed
1649,976,-0.010515046963133571,8,ss1_sim,Observed
1650,-200,0.003357145084552992,8,ss2,Observed
1651,-176,-0.02244884148856095,8,ss2,Observed
1652,-152,-0.10947924695364493,8,ss2,Observed
1653,-128,-0.06597228901466025,8,ss2,Observed
1654,-104,-0.01163770406337876,8,ss2,Observed
1655,-80,-0.0270859191307293,8,ss2,Observed
1656,-56,0.0069685791073604425,8,ss2,Observed
1657,-32,0.0509906681748119,8,ss2,Observed
1658,-8,0.005241404533048358,8,ss2,Observed
1659,16,-0.08276171185074235,8,ss2,Observed
1660,40,0.00890948501236515,8,ss2,Observed
1661,64,0.12443451654660025,8,ss2,Observed
1662,88,0.14338488343002667,8,ss2,Observed
1663,112,0.11472986930645775,8,ss2,Observed
1664,136,0.11362281974973687,8,ss2,Observed
1665,160,0.1294857724788705,8,ss2,Observed
1666,184,0.16637388742126613,8,ss2,Observed
1667,208,0.18158569386184711,8,ss2,Observed
1668,232,0.18441362302101796,8,ss2,Observed
1669,256,0.10417463425084363,8,ss2,Observed
1670,280,-0.12392422620653974,8,ss2,Observed
1671,304,-0.1757443447857132,8,ss2,Observed
1672,328,-0.09690231009494249,8,ss2,Observed
1673,352,0.036584577163571615,8,ss2,Observed
1674,376,0.052186585743230075,8,ss2,Observed
1675,400,0.03568413696133468,8,ss2,Observed
1676,424,0.004916070734940048,8,ss2,Observed
1677,448,-0.06937834593439508,8,ss2,Observed
1678,472,-0.07053727728414481,8,ss2,Observed
1679,496,0.03145115821348989,8,ss2,Observed
1680,520,0.07781579090827845,8,ss2,Observed
1681,544,0.067864248124688,8,ss2,Observed
1682,568,0.06789924773016875,8,ss2,Observed
1683,592,0.06043648062035387,8,ss2,Observed
1684,616,0.05943699125558776,8,ss2,Observed
1685,640,0.08927590198021203,8,ss2,Observed
1686,664,0.08639379437869765,8,ss2,Observed
1687,688,0.060463814006408156,8,ss2,Observed
1688,712,0.0454167976997653,8,ss2,Observed
1689,736,0.029141885370028205,8,ss2,Observed
1690,760,0.013040510392652901,8,ss2,Observed
1691,784,0.041249936582350315,8,ss2,Observed
1692,808,0.053576750149172125,8,ss2,Observed
1693,832,0.0034927647877738186,8,ss2,Observed
1694,856,-0.002142539078872544,8,ss2,Observed
1695,880,0.06785125420301635,8,ss2,Observed
1696,904,0.06465804848207242,8,ss2,Observed
1697,928,0.07774056614417722,8,ss2,Observed
1698,952,0.0966731749259933,8,ss2,Observed
1699,976,0.10776490027359252,8,ss2,Observed
1700,-200,-0.009897837251674532,8,ss1_sim,Shuffled
1701,-176,0.010675708347646062,8,ss1_sim,Shuffled
1702,-152,0.011919829026462866,8,ss1_sim,Shuffled
1703,-128,0.004608019519930197,8,ss1_sim,Shuffled
1704,-104,-0.014940803406398985,8,ss1_sim,Shuffled
1705,-80,0.04341149236820207,8,ss1_sim,Shuffled
1706,-56,-0.029702959887374866,8,ss1_sim,Shuffled
1707,-32,-0.014216494393977508,8,ss1_sim,Shuffled
1708,-8,-0.019947867449557916,8,ss1_sim,Shuffled
1709,16,-0.04349413818990446,8,ss1_sim,Shuffled
1710,40,-0.0022707144493372988,8,ss1_sim,Shuffled
1711,64,0.02166430070559547,8,ss1_sim,Shuffled
1712,88,-0.016711015001897908,8,ss1_sim,Shuffled
1713,112,0.03544627044173271,8,ss1_sim,Shuffled
1714,136,0.0009290232963087425,8,ss1_sim,Shuffled
1715,160,0.022055208778798605,8,ss1_sim,Shuffled
1716,184,0.022733782708833524,8,ss1_sim,Shuffled
1717,208,0.0058782919144881865,8,ss1_sim,Shuffled
1718,232,-0.030067578071272204,8,ss1_sim,Shuffled
1719,256,0.013299856054426967,8,ss1_sim,Shuffled
1720,280,-0.014974242614571504,8,ss1_sim,Shuffled
1721,304,-0.005800904685284558,8,ss1_sim,Shuffled
1722,328,-0.026118283242832534,8,ss1_sim,Shuffled
1723,352,-0.011173477859554928,8,ss1_sim,Shuffled
1724,376,-0.012724714403152754,8,ss1_sim,Shuffled
1725,400,-0.044101059556247456,8,ss1_sim,Shuffled
1726,424,0.027707025808780456,8,ss1_sim,Shuffled
1727,448,0.010885867084227688,8,ss1_sim,Shuffled
1728,472,-0.014598689852908025,8,ss1_sim,Shuffled
1729,496,0.023042282180260453,8,ss1_sim,Shuffled
1730,520,-0.019090258449571244,8,ss1_sim,Shuffled
1731,544,0.014022676297116309,8,ss1_sim,Shuffled
1732,568,0.0007687912367430549,8,ss1_sim,Shuffled
1733,592,0.009188575522072173,8,ss1_sim,Shuffled
1734,616,-0.007180133113468725,8,ss1_sim,Shuffled
1735,640,0.0058151957063371324,8,ss1_sim,Shuffled
1736,664,0.032496940022693155,8,ss1_sim,Shuffled
1737,688,-0.019709952232283435,8,ss1_sim,Shuffled
1738,712,0.031966331203519584,8,ss1_sim,Shuffled
1739,736,0.0051397213757460964,8,ss1_sim,Shuffled
1740,760,0.027249831041261083,8,ss1_sim,Shuffled
1741,784,0.04775561790173599,8,ss1_sim,Shuffled
1742,808,-0.03053461622662647,8,ss1_sim,Shuffled
1743,832,0.011848493844320998,8,ss1_sim,Shuffled
1744,856,-0.0169082292204792,8,ss1_sim,Shuffled
1745,880,0.002783126639830928,8,ss1_sim,Shuffled
1746,904,-0.002138444806379427,8,ss1_sim,Shuffled
1747,928,0.008631302738313988,8,ss1_sim,Shuffled
1748,952,0.009645450415655588,8,ss1_sim,Shuffled
1749,976,-0.012750533772189964,8,ss1_sim,Shuffled
1750,-200,-0.0176819968410796,8,ss2,Shuffled
1751,-176,0.05021073942509873,8,ss2,Shuffled
1752,-152,-0.000478921072189618,8,ss2,Shuffled
1753,-128,-0.0448512765721373,8,ss2,Shuffled
1754,-104,-0.002810782354540646,8,ss2,Shuffled
1755,-80,0.00762926654843706,8,ss2,Shuffled
1756,-56,-0.0023717482444653624,8,ss2,Shuffled
1757,-32,-0.014142384555729698,8,ss2,Shuffled
1758,-8,-0.029959784166820397,8,ss2,Shuffled
1759,16,-0.033936567112358144,8,ss2,Shuffled
1760,40,0.00022036540852553936,8,ss2,Shuffled
1761,64,0.011595792028771023,8,ss2,Shuffled
1762,88,-0.005566837354940676,8,ss2,Shuffled
1763,112,-0.020756384329108597,8,ss2,Shuffled
1764,136,0.008782813292831393,8,ss2,Shuffled
1765,160,-0.03096175399522232,8,ss2,Shuffled
1766,184,0.012068003029410438,8,ss2,Shuffled
1767,208,0.013804959068195866,8,ss2,Shuffled
1768,232,0.04151059818283132,8,ss2,Shuffled
1769,256,-0.00197367896669103,8,ss2,Shuffled
1770,280,0.017556432608741866,8,ss2,Shuffled
1771,304,0.007221089451053351,8,ss2,Shuffled
1772,328,0.04333759996061462,8,ss2,Shuffled
1773,352,0.008395025953797717,8,ss2,Shuffled
1774,376,-0.0024220238805569465,8,ss2,Shuffled
1775,400,-0.01547064906530677,8,ss2,Shuffled
1776,424,0.004575549279013907,8,ss2,Shuffled
1777,448,-0.05694539309000642,8,ss2,Shuffled
1778,472,-0.03273059680653971,8,ss2,Shuffled
1779,496,-0.01761683557040204,8,ss2,Shuffled
1780,520,0.008337534144895836,8,ss2,Shuffled
1781,544,-0.0006797670974103392,8,ss2,Shuffled
1782,568,-0.008615857267172067,8,ss2,Shuffled
1783,592,0.02919558668169707,8,ss2,Shuffled
1784,616,-0.035396386138644015,8,ss2,Shuffled
1785,640,0.00715477004252434,8,ss2,Shuffled
1786,664,-0.01748062211489113,8,ss2,Shuffled
1787,688,0.0033501988007344032,8,ss2,Shuffled
1788,712,-0.03529466952659146,8,ss2,Shuffled
1789,736,-0.003904474752600095,8,ss2,Shuffled
1790,760,0.019907217086894444,8,ss2,Shuffled
1791,784,0.022002954956613776,8,ss2,Shuffled
1792,808,-0.01713019900838263,8,ss2,Shuffled
1793,832,0.013422354432364184,8,ss2,Shuffled
1794,856,-0.023410804888445196,8,ss2,Shuffled
1795,880,-0.03380310885246323,8,ss2,Shuffled
1796,904,-0.022743680686171813,8,ss2,Shuffled
1797,928,0.03239728614179522,8,ss2,Shuffled
1798,952,0.06396144751852369,8,ss2,Shuffled
1799,976,0.007116995687952835,8,ss2,Shuffled
1800,-200,-0.013058170486116656,9,ss1_sim,Observed
1801,-176,0.007614224699945662,9,ss1_sim,Observed
1802,-152,-0.010308684616868583,9,ss1_sim,Observed
1803,-128,-0.05044898067421836,9,ss1_sim,Observed
1804,-104,-0.11885630956974706,9,ss1_sim,Observed
1805,-80,-0.19963030752678698,9,ss1_sim,Observed
1806,-56,-0.19993973108693897,9,ss1_sim,Observed
1807,-32,-0.10117475589269458,9,ss1_sim,Observed
1808,-8,-0.015037145858862849,9,ss1_sim,Observed
1809,16,-0.0029362258046760985,9,ss1_sim,Observed
1810,40,0.022274774720870444,9,ss1_sim,Observed
1811,64,0.06874115709274396,9,ss1_sim,Observed
1812,88,0.08931723577014848,9,ss1_sim,Observed
1813,112,0.15592426722536962,9,ss1_sim,Observed
1814,136,0.22788504049548255,9,ss1_sim,Observed
1815,160,0.24193597557285296,9,ss1_sim,Observed
1816,184,0.29118481191051226,9,ss1_sim,Observed
1817,208,0.3688433073811304,9,ss1_sim,Observed
1818,232,0.40509705933700174,9,ss1_sim,Observed
1819,256,0.3908916334809109,9,ss1_sim,Observed
1820,280,0.33640341990303546,9,ss1_sim,Observed
1821,304,0.23645470150008518,9,ss1_sim,Observed
1822,328,0.2295583476608053,9,ss1_sim,Observed
1823,352,0.26478048049783953,9,ss1_sim,Observed
1824,376,0.26659007109306326,9,ss1_sim,Observed
1825,400,0.26752296917040214,9,ss1_sim,Observed
1826,424,0.29244467735724616,9,ss1_sim,Observed
1827,448,0.3233212904220673,9,ss1_sim,Observed
1828,472,0.34098536411379543,9,ss1_sim,Observed
1829,496,0.3275936871222304,9,ss1_sim,Observed
1830,520,0.3378163612530282,9,ss1_sim,Observed
1831,544,0.3352925202729316,9,ss1_sim,Observed
1832,568,0.33450209308898504,9,ss1_sim,Observed
1833,592,0.37290801664264994,9,ss1_sim,Observed
1834,616,0.3377456968849926,9,ss1_sim,Observed
1835,640,0.20995751193848636,9,ss1_sim,Observed
1836,664,0.037339731303352046,9,ss1_sim,Observed
1837,688,-0.11348752395164928,9,ss1_sim,Observed
1838,712,-0.2423244244080154,9,ss1_sim,Observed
1839,736,-0.26892400232358554,9,ss1_sim,Observed
1840,760,-0.21138295278418637,9,ss1_sim,Observed
1841,784,-0.14457417807973552,9,ss1_sim,Observed
1842,808,-0.037756559319818965,9,ss1_sim,Observed
1843,832,0.06143127019058405,9,ss1_sim,Observed
1844,856,0.10870588889493742,9,ss1_sim,Observed
1845,880,0.110994551277863,9,ss1_sim,Observed
1846,904,0.06087080030466685,9,ss1_sim,Observed
1847,928,0.01135028528103931,9,ss1_sim,Observed
1848,952,0.018358296369817086,9,ss1_sim,Observed
1849,976,0.011496227207167238,9,ss1_sim,Observed
1850,-200,0.19703716130948182,9,ss2,Observed
1851,-176,0.10328675409967414,9,ss2,Observed
1852,-152,-0.032950632139087464,9,ss2,Observed
1853,-128,-0.063135359788901,9,ss2,Observed
1854,-104,-0.01136360427023547,9,ss2,Observed
1855,-80,0.027502369271091173,9,ss2,Observed
1856,-56,-0.022114315346114095,9,ss2,Observed
1857,-32,-0.10759342652253379,9,ss2,Observed
1858,-8,-0.10338698225829014,9,ss2,Observed
1859,16,-0.030670065321972518,9,ss2,Observed
1860,40,0.04922711447338632,9,ss2,Observed
1861,64,0.1237728821724476,9,ss2,Observed
1862,88,0.16109079758723932,9,ss2,Observed
1863,112,0.22666090285067078,9,ss2,Observed
1864,136,0.2565817941669908,9,ss2,Observed
1865,160,0.20843335276442196,9,ss2,Observed
1866,184,0.2111855457020314,9,ss2,Observed
1867,208,0.29305438889561414,9,ss2,Observed
1868,232,0.33486007339779783,9,ss2,Observed
1869,256,0.29564546252825213,9,ss2,Observed
1870,280,0.24789242819774215,9,ss2,Observed
1871,304,0.24447057887418444,9,ss2,Observed
1872,328,0.3162524643267331,9,ss2,Observed
1873,352,0.33690842175900304,9,ss2,Observed
1874,376,0.3132251883577341,9,ss2,Observed
1875,400,0.3035927714962205,9,ss2,Observed
1876,424,0.26244058756729993,9,ss2,Observed
1877,448,0.19658281902531774,9,ss2,Observed
1878,472,0.13667549805485035,9,ss2,Observed
1879,496,0.09835923045068777,9,ss2,Observed
1880,520,0.11378498340647047,9,ss2,Observed
1881,544,0.16151567400921552,9,ss2,Observed
1882,568,0.1874498884054436,9,ss2,Observed
1883,592,0.22836508149932744,9,ss2,Observed
1884,616,0.23689547463363825,9,ss2,Observed
1885,640,0.20887722303803247,9,ss2,Observed
1886,664,0.17543894695809392,9,ss2,Observed
1887,688,0.13175283075452512,9,ss2,Observed
1888,712,0.09437174736878168,9,ss2,Observed
1889,736,0.11226957038195645,9,ss2,Observed
1890,760,0.09880267165675365,9,ss2,Observed
1891,784,0.05641761341258688,9,ss2,Observed
1892,808,0.024239916162957897,9,ss2,Observed
1893,832,0.006589836745631146,9,ss2,Observed
1894,856,-0.006408437601914697,9,ss2,Observed
1895,880,0.00150832841701301,9,ss2,Observed
1896,904,0.039286912034754734,9,ss2,Observed
1897,928,0.11082256684668651,9,ss2,Observed
1898,952,0.1478924314294127,9,ss2,Observed
1899,976,0.13651074000316102,9,ss2,Observed
1900,-200,-0.009738273011339971,9,ss1_sim,Shuffled
1901,-176,0.013575931529349645,9,ss1_sim,Shuffled
1902,-152,-0.020170755562379527,9,ss1_sim,Shuffled
1903,-128,-0.031143360428471527,9,ss1_sim,Shuffled
1904,-104,0.018448866272629642,9,ss1_sim,Shuffled
1905,-80,-0.031230523023489443,9,ss1_sim,Shuffled
1906,-56,-0.011202167889448623,9,ss1_sim,Shuffled
1907,-32,-0.08686969188438615,9,ss1_sim,Shuffled
1908,-8,-0.02999443161785281,9,ss1_sim,Shuffled
1909,16,-0.04987880480000331,9,ss1_sim,Shuffled
1910,40,0.053481537828852295,9,ss1_sim,Shuffled
1911,64,-0.027775665412369113,9,ss1_sim,Shuffled
1912,88,-0.028710598257925213,9,ss1_sim,Shuffled
1913,112,-0.018191509858875698,9,ss1_sim,Shuffled
1914,136,0.0003157647119510394,9,ss1_sim,Shuffled
1915,160,-0.01148599812986596,9,ss1_sim,Shuffled
1916,184,-0.011239556803403232,9,ss1_sim,Shuffled
1917,208,0.01158129348531503,9,ss1_sim,Shuffled
1918,232,0.017126146785823197,9,ss1_sim,Shuffled
1919,256,-0.018193314250361206,9,ss1_sim,Shuffled
1920,280,-0.015741938936451608,9,ss1_sim,Shuffled
1921,304,-0.019010733237837318,9,ss1_sim,Shuffled
1922,328,0.032811559534673636,9,ss1_sim,Shuffled
1923,352,-0.0073595543254302564,9,ss1_sim,Shuffled
1924,376,0.01422653376129566,9,ss1_sim,Shuffled
1925,400,-0.002492513883996466,9,ss1_sim,Shuffled
1926,424,-0.006608103368993865,9,ss1_sim,Shuffled
1927,448,0.05177709763561053,9,ss1_sim,Shuffled
1928,472,0.0020268718526790463,9,ss1_sim,Shuffled
1929,496,0.01280631616847993,9,ss1_sim,Shuffled
1930,520,0.03539395995927724,9,ss1_sim,Shuffled
1931,544,0.0018681711685899517,9,ss1_sim,Shuffled
1932,568,0.04848153924520351,9,ss1_sim,Shuffled
1933,592,-0.0036537755732748375,9,ss1_sim,Shuffled
1934,616,-0.0012458733290719632,9,ss1_sim,Shuffled
1935,640,0.04303508240250455,9,ss1_sim,Shuffled
1936,664,-0.0032473174854773753,9,ss1_sim,Shuffled
1937,688,0.022932854302126816,9,ss1_sim,Shuffled
1938,712,-0.12091109943524529,9,ss1_sim,Shuffled
1939,736,0.02821357226271654,9,ss1_sim,Shuffled
1940,760,0.04091186039354416,9,ss1_sim,Shuffled
1941,784,0.012297507034985139,9,ss1_sim,Shuffled
1942,808,-0.0241509284350412,9,ss1_sim,Shuffled
1943,832,0.06913886288982117,9,ss1_sim,Shuffled
1944,856,0.0072007415938761124,9,ss1_sim,Shuffled
1945,880,0.012635435499646921,9,ss1_sim,Shuffled
1946,904,-0.00034813197444872923,9,ss1_sim,Shuffled
1947,928,0.01783433283032746,9,ss1_sim,Shuffled
1948,952,0.04134246142811072,9,ss1_sim,Shuffled
1949,976,-0.0070025768819613615,9,ss1_sim,Shuffled
1950,-200,0.02352086601266626,9,ss2,Shuffled
1951,-176,-0.01246655575390485,9,ss2,Shuffled
1952,-152,-0.0030552496521961034,9,ss2,Shuffled
1953,-128,-0.004637985155080551,9,ss2,Shuffled
1954,-104,-0.014240195051051294,9,ss2,Shuffled
1955,-80,0.024420028392639837,9,ss2,Shuffled
1956,-56,0.03511864958403052,9,ss2,Shuffled
1957,-32,0.05773246981280931,9,ss2,Shuffled
1958,-8,0.026150580406787406,9,ss2,Shuffled
1959,16,-0.03487347201765305,9,ss2,Shuffled
1960,40,-0.01651911834828725,9,ss2,Shuffled
1961,64,-0.010150692603059798,9,ss2,Shuffled
1962,88,0.03853831370671336,9,ss2,Shuffled
1963,112,-0.044935097463976836,9,ss2,Shuffled
1964,136,0.0013983762051818958,9,ss2,Shuffled
1965,160,0.0027222282990950106,9,ss2,Shuffled
1966,184,-0.007287263569832578,9,ss2,Shuffled
1967,208,-0.04798716085613546,9,ss2,Shuffled
1968,232,0.006878565511578898,9,ss2,Shuffled
1969,256,0.03148204871112965,9,ss2,Shuffled
1970,280,0.0017847502089710272,9,ss2,Shuffled
1971,304,0.013353996355549453,9,ss2,Shuffled
1972,328,-0.021563816222301385,9,ss2,Shuffled
1973,352,0.008106540090173576,9,ss2,Shuffled
1974,376,0.02719469858065159,9,ss2,Shuffled
1975,400,0.02423081919464933,9,ss2,Shuffled
1976,424,0.03048564715267217,9,ss2,Shuffled
1977,448,-0.03893092099003977,9,ss2,Shuffled
1978,472,-0.07310046777777415,9,ss2,Shuffled
1979,496,0.015473338441372322,9,ss2,Shuffled
1980,520,-0.03311228347548528,9,ss2,Shuffled
1981,544,-0.01907917719165376,9,ss2,Shuffled
1982,568,0.009466029524764026,9,ss2,Shuffled
1983,592,-0.010353396133086177,9,ss2,Shuffled
1984,616,0.02550375914762139,9,ss2,Shuffled
1985,640,0.054598567206813366,9,ss2,Shuffled
1986,664,-0.010559691013044851,9,ss2,Shuffled
1987,688,-0.02235893046142266,9,ss2,Shuffled
1988,712,-0.02193809458052044,9,ss2,Shuffled
1989,736,-0.05357088283253004,9,ss2,Shuffled
1990,760,0.06924493245538076,9,ss2,Shuffled
1991,784,-0.03877068215644916,9,ss2,Shuffled
1992,808,0.027860017977064926,9,ss2,Shuffled
1993,832,-0.00013285709979113844,9,ss2,Shuffled
1994,856,-0.006231985840615072,9,ss2,Shuffled
1995,880,0.01782720628859567,9,ss2,Shuffled
1996,904,0.030861482485489627,9,ss2,Shuffled
1997,928,-0.023832750919693214,9,ss2,Shuffled
1998,952,0.03351553521470246,9,ss2,Shuffled
1999,976,-0.04245744763506578,9,ss2,Shuffled
2000,-200,0.007506332367007509,10,ss1_sim,Observed
2001,-176,0.006125344076148169,10,ss1_sim,Observed
2002,-152,0.0004234496870266872,10,ss1_sim,Observed
2003,-128,-0.02652030140849719,10,ss1_sim,Observed
2004,-104,-0.035842439409009726,10,ss1_sim,Observed
2005,-80,0.012288866986110966,10,ss1_sim,Observed
2006,-56,0.09437463810300878,10,ss1_sim,Observed
2007,-32,0.09348727010021292,10,ss1_sim,Observed
2008,-8,0.12411935611521635,10,ss1_sim,Observed
2009,16,0.12398883507820374,10,ss1_sim,Observed
2010,40,0.0819749820173264,10,ss1_sim,Observed
2011,64,0.033861696871009976,10,ss1_sim,Observed
2012,88,-0.017636294632754058,10,ss1_sim,Observed
2013,112,-0.02958926858309326,10,ss1_sim,Observed
2014,136,0.04390729457027012,10,ss1_sim,Observed
2015,160,0.11547108120245675,10,ss1_sim,Observed
2016,184,0.08567258982241954,10,ss1_sim,Observed
2017,208,0.04434121225019977,10,ss1_sim,Observed
2018,232,0.026464220681286472,10,ss1_sim,Observed
2019,256,0.02291360250353834,10,ss1_sim,Observed
2020,280,-0.010236408467808279,10,ss1_sim,Observed
2021,304,-0.06090113024793401,10,ss1_sim,Observed
2022,328,-0.10722215209081958,10,ss1_sim,Observed
2023,352,-0.06932930837205493,10,ss1_sim,Observed
2024,376,0.0013126359376066192,10,ss1_sim,Observed
2025,400,0.04485788361690613,10,ss1_sim,Observed
2026,424,0.05031207406418758,10,ss1_sim,Observed
2027,448,0.04420988167539817,10,ss1_sim,Observed
2028,472,0.04791828722043163,10,ss1_sim,Observed
2029,496,0.0017896104644531275,10,ss1_sim,Observed
2030,520,-0.04052323137401087,10,ss1_sim,Observed
2031,544,-0.016433721449798315,10,ss1_sim,Observed
2032,568,0.020150507925798925,10,ss1_sim,Observed
2033,592,0.08820400031626079,10,ss1_sim,Observed
2034,616,0.1263257154830177,10,ss1_sim,Observed
2035,640,0.10201121002461035,10,ss1_sim,Observed
2036,664,0.08008239115939808,10,ss1_sim,Observed
2037,688,0.06520900610830699,10,ss1_sim,Observed
2038,712,0.03387815817439537,10,ss1_sim,Observed
2039,736,0.030365840098224083,10,ss1_sim,Observed
2040,760,0.026588522133079617,10,ss1_sim,Observed
2041,784,0.062105371344661466,10,ss1_sim,Observed
2042,808,0.08143289574322599,10,ss1_sim,Observed
2043,832,0.031807303484572516,10,ss1_sim,Observed
2044,856,-0.02087784927753092,10,ss1_sim,Observed
2045,880,-0.02865387504943814,10,ss1_sim,Observed
2046,904,0.021470082276059996,10,ss1_sim,Observed
2047,928,0.09548069685546541,10,ss1_sim,Observed
2048,952,0.1310625044075814,10,ss1_sim,Observed
2049,976,0.12978427572186352,10,ss1_sim,Observed
2050,-200,0.14682941774098715,10,ss2,Observed
2051,-176,0.13639495220396278,10,ss2,Observed
2052,-152,0.14950542455216737,10,ss2,Observed
2053,-128,0.1254565163515227,10,ss2,Observed
2054,-104,0.05150898734595327,10,ss2,Observed
2055,-80,-0.025174798099184728,10,ss2,Observed
2056,-56,-0.07807482179770679,10,ss2,Observed
2057,-32,-0.10439545223576356,10,ss2,Observed
2058,-8,-0.03456429097801773,10,ss2,Observed
2059,16,0.052749530965453116,10,ss2,Observed
2060,40,0.11717185851854982,10,ss2,Observed
2061,64,0.19898992825924522,10,ss2,Observed
2062,88,0.21833160406333005,10,ss2,Observed
2063,112,0.15629907900896609,10,ss2,Observed
2064,136,0.08278727953871984,10,ss2,Observed
2065,160,0.043873665135393126,10,ss2,Observed
2066,184,0.04021112637107618,10,ss2,Observed
2067,208,0.0637163503091095,10,ss2,Observed
2068,232,0.09811860678945279,10,ss2,Observed
2069,256,0.11506240991399659,10,ss2,Observed
2070,280,0.09838433598669548,10,ss2,Observed
2071,304,0.04454319023122821,10,ss2,Observed
2072,328,-0.02033794516739192,10,ss2,Observed
2073,352,-0.04581085910064197,10,ss2,Observed
2074,376,-0.011610676847834752,10,ss2,Observed
2075,400,0.022177770179488757,10,ss2,Observed
2076,424,0.0593357671080856,10,ss2,Observed
2077,448,0.10902486469556899,10,ss2,Observed
2078,472,0.15197366404177645,10,ss2,Observed
2079,496,0.1081853613792928,10,ss2,Observed
2080,520,0.04127650814410849,10,ss2,Observed
2081,544,0.00175576137637846,10,ss2,Observed
2082,568,-0.03112618445976174,10,ss2,Observed
2083,592,-0.06999959953110489,10,ss2,Observed
2084,616,-0.05384612652167677,10,ss2,Observed
2085,640,0.008103071009289427,10,ss2,Observed
2086,664,0.027715311386056957,10,ss2,Observed
2087,688,0.004451444654332024,10,ss2,Observed
2088,712,0.010040154548139101,10,ss2,Observed
2089,736,0.09212499054371746,10,ss2,Observed
2090,760,0.14243068470348855,10,ss2,Observed
2091,784,0.16394972741277575,10,ss2,Observed
2092,808,0.17392821519659582,10,ss2,Observed
2093,832,0.1227653318910401,10,ss2,Observed
2094,856,0.04979776820411183,10,ss2,Observed
2095,880,-0.002857130601543467,10,ss2,Observed
2096,904,0.0220095251711685,10,ss2,Observed
2097,928,0.05568119638742825,10,ss2,Observed
2098,952,0.06499245794038112,10,ss2,Observed
2099,976,0.07382730122755805,10,ss2,Observed
2100,-200,0.02796223193972627,10,ss1_sim,Shuffled
2101,-176,0.011599549365152647,10,ss1_sim,Shuffled
2102,-152,0.039719359188313146,10,ss1_sim,Shuffled
2103,-128,0.03698217106332828,10,ss1_sim,Shuffled
2104,-104,-0.031106629816828452,10,ss1_sim,Shuffled
2105,-80,0.014140662323844679,10,ss1_sim,Shuffled
2106,-56,0.03750134113541214,10,ss1_sim,Shuffled
2107,-32,-0.03826590060656451,10,ss1_sim,Shuffled
2108,-8,0.058564781374387476,10,ss1_sim,Shuffled
2109,16,0.016360799915833977,10,ss1_sim,Shuffled
2110,40,-0.018658329882309376,10,ss1_sim,Shuffled
2111,64,0.01980799929965713,10,ss1_sim,Shuffled
2112,88,-0.008421759906487115,10,ss1_sim,Shuffled
2113,112,-0.01174654757979224,10,ss1_sim,Shuffled
2114,136,-0.0030184983196681965,10,ss1_sim,Shuffled
2115,160,0.014512436021032214,10,ss1_sim,Shuffled
2116,184,0.0021476742169432247,10,ss1_sim,Shuffled
2117,208,0.03705962457169215,10,ss1_sim,Shuffled
2118,232,-0.0005933354328209692,10,ss1_sim,Shuffled
2119,256,-0.016412579395903248,10,ss1_sim,Shuffled
2120,280,-0.026741529491846855,10,ss1_sim,Shuffled
2121,304,0.04714126539777727,10,ss1_sim,Shuffled
2122,328,-0.02586541398368734,10,ss1_sim,Shuffled
2123,352,-0.011620934726816431,10,ss1_sim,Shuffled
2124,376,0.01799867452180204,10,ss1_sim,Shuffled
2125,400,-0.03105928042309324,10,ss1_sim,Shuffled
2126,424,-0.03562826398814714,10,ss1_sim,Shuffled
2127,448,-0.0008671498149190396,10,ss1_sim,Shuffled
2128,472,-0.011051202986218478,10,ss1_sim,Shuffled
2129,496,0.040159233089220245,10,ss1_sim,Shuffled
2130,520,-0.019546269483974275,10,ss1_sim,Shuffled
2131,544,0.04743770689738131,10,ss1_sim,Shuffled
2132,568,0.00989650570642564,10,ss1_sim,Shuffled
2133,592,0.02336892805237482,10,ss1_sim,Shuffled
2134,616,0.0005319202195885418,10,ss1_sim,Shuffled
2135,640,-0.0010214401541778627,10,ss1_sim,Shuffled
2136,664,0.0368624567798179,10,ss1_sim,Shuffled
2137,688,-0.005212502326581686,10,ss1_sim,Shuffled
2138,712,-0.06060490970561366,10,ss1_sim,Shuffled
2139,736,0.020159726545737125,10,ss1_sim,Shuffled
2140,760,0.01766531942423884,10,ss1_sim,Shuffled
