,level_0,index,time,Slope,PID,condition,method,Target,ss,label,label_all,Time Period,Time
1939,1439,2839,736,-0.060310389886392424,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1940,1440,2840,760,-0.07057779414398543,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1941,1441,2841,784,-0.09012477929526032,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1942,1442,2842,808,-0.06356519879603839,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1943,1443,2843,832,0.035756066568555143,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1944,1444,2844,856,0.07834021189618125,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1945,1445,2845,880,0.07799085486639586,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1946,1446,2846,904,0.07449168726322894,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1947,1447,2847,928,0.07155713298572236,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1948,1448,2848,952,0.054474644074841906,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1949,1449,2849,976,0.03097896065988055,14,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1950,1500,3000,-200,0.035882266606193015,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1951,1501,3001,-176,-0.008399790211747199,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1952,1502,3002,-152,0.017573087842486408,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1953,1503,3003,-128,0.06574764283096937,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1954,1504,3004,-104,0.09701869315069954,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1955,1505,3005,-80,0.08051609574435879,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1956,1506,3006,-56,0.04148750732136009,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1957,1507,3007,-32,-0.0018166825875119725,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1958,1508,3008,-8,-0.006438878210552686,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
1959,1509,3009,16,0.018192680500583373,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1960,1510,3010,40,0.0456028886034737,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1961,1511,3011,64,0.06703018019232494,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1962,1512,3012,88,0.08095432323724598,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1963,1513,3013,112,0.1119603099537021,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1964,1514,3014,136,0.11582088980342803,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1965,1515,3015,160,0.051156843648908414,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1966,1516,3016,184,0.02627833740942455,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
1967,1517,3017,208,0.15990038413314667,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1968,1518,3018,232,0.19353045796053694,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1969,1519,3019,256,0.1412939198373259,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1970,1520,3020,280,0.09505886227021476,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1971,1521,3021,304,0.0525799589975278,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1972,1522,3022,328,0.00026052204315464106,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1973,1523,3023,352,-0.04380202202050513,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1974,1524,3024,376,-0.07891447793674244,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1975,1525,3025,400,-0.06422087217267637,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1976,1526,3026,424,0.006641127727997691,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1977,1527,3027,448,0.10899387762121653,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1978,1528,3028,472,0.16009335896847718,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1979,1529,3029,496,0.17990498218303955,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1980,1530,3030,520,0.17740871640998782,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1981,1531,3031,544,0.1393657679879556,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1982,1532,3032,568,0.05587156106298971,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1983,1533,3033,592,-0.030206084966691665,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
1984,1534,3034,616,-0.09006626210313719,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1985,1535,3035,640,-0.13338134707977886,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1986,1536,3036,664,-0.14552442710573457,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1987,1537,3037,688,-0.1502948443217279,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1988,1538,3038,712,-0.15233734132982232,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1989,1539,3039,736,-0.11494465490442064,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1990,1540,3040,760,-0.11074948493782659,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1991,1541,3041,784,-0.13474228573767885,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1992,1542,3042,808,-0.152235094711129,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1993,1543,3043,832,-0.164295661608852,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1994,1544,3044,856,-0.14450283247299955,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1995,1545,3045,880,-0.0866984167768758,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1996,1546,3046,904,-0.053930247872283045,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1997,1547,3047,928,-0.07090070158202573,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1998,1548,3048,952,-0.10774807465650656,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
1999,1549,3049,976,-0.11350894801334795,15,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2000,1600,3200,-200,-0.1392807403191885,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2001,1601,3201,-176,-0.09723887805435243,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2002,1602,3202,-152,-0.018737749747973566,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2003,1603,3203,-128,0.01541372766105141,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2004,1604,3204,-104,0.0035025390029035162,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2005,1605,3205,-80,-0.051376347559741055,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2006,1606,3206,-56,-0.12934654722848285,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2007,1607,3207,-32,-0.216060285326829,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2008,1608,3208,-8,-0.2675118035522403,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2009,1609,3209,16,-0.24011562915983217,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2010,1610,3210,40,-0.1176239062712278,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2011,1611,3211,64,-0.015958860912766555,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2012,1612,3212,88,0.030153578422374826,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2013,1613,3213,112,0.03361272393641645,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2014,1614,3214,136,0.060434962441317075,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2015,1615,3215,160,0.13844475707046483,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2016,1616,3216,184,0.18801235483644915,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2017,1617,3217,208,0.18627277485423346,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2018,1618,3218,232,0.14949990547919265,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2019,1619,3219,256,0.12177962519015918,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2020,1620,3220,280,0.12134956707503085,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2021,1621,3221,304,0.1060729015423363,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2022,1622,3222,328,0.11956712427388094,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2023,1623,3223,352,0.06473941897187131,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2024,1624,3224,376,-0.014952133501289308,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2025,1625,3225,400,-0.02179521043513126,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2026,1626,3226,424,0.019835332420633667,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2027,1627,3227,448,-0.006598532926071286,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2028,1628,3228,472,-0.02600532250951232,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2029,1629,3229,496,-0.00748587889424028,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2030,1630,3230,520,-0.0007023134733186871,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2031,1631,3231,544,-0.03013508931595069,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2032,1632,3232,568,-0.006547253858858568,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2033,1633,3233,592,0.01725376019518321,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2034,1634,3234,616,-0.0318027066449194,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2035,1635,3235,640,-0.08253133135025718,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2036,1636,3236,664,-0.056314285724529844,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2037,1637,3237,688,0.007092972948901963,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2038,1638,3238,712,0.045922192092064225,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2039,1639,3239,736,0.05035641424122975,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2040,1640,3240,760,0.029969355726255115,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2041,1641,3241,784,0.029283461245797112,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2042,1642,3242,808,-0.016474395065422684,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2043,1643,3243,832,-0.11053243892830218,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2044,1644,3244,856,-0.16813937736060666,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2045,1645,3245,880,-0.14559924555236212,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2046,1646,3246,904,-0.09649978291733304,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2047,1647,3247,928,-0.06630466670123146,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2048,1648,3248,952,-0.04661856479463378,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2049,1649,3249,976,-0.02362148841719928,16,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2050,1700,3400,-200,0.14705058155822096,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2051,1701,3401,-176,0.15953615273148108,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2052,1702,3402,-152,0.14386094630804555,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2053,1703,3403,-128,0.11789485446846688,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2054,1704,3404,-104,0.04968762563327619,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2055,1705,3405,-80,0.024673930637901572,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2056,1706,3406,-56,0.051558452440394247,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2057,1707,3407,-32,0.06443019116426309,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2058,1708,3408,-8,0.0401143983372545,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2059,1709,3409,16,-0.015169905220382316,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2060,1710,3410,40,-0.02545480991809528,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2061,1711,3411,64,0.01451989563215053,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2062,1712,3412,88,0.05018388456007547,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2063,1713,3413,112,0.04612341875620075,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2064,1714,3414,136,0.012109560374220812,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2065,1715,3415,160,-0.016921454408007224,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2066,1716,3416,184,-0.017104164110977482,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2067,1717,3417,208,0.020210190545542215,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2068,1718,3418,232,0.10742490222141936,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2069,1719,3419,256,0.08465473010542651,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2070,1720,3420,280,0.039031148380766385,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2071,1721,3421,304,0.0641501322631643,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2072,1722,3422,328,0.10885261871450597,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2073,1723,3423,352,0.17363149171301392,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2074,1724,3424,376,0.22105377143261154,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2075,1725,3425,400,0.23039045746441755,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2076,1726,3426,424,0.22261408709354594,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2077,1727,3427,448,0.20919240074953308,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2078,1728,3428,472,0.20677376721028706,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2079,1729,3429,496,0.20312436906694428,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2080,1730,3430,520,0.18543146022075377,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2081,1731,3431,544,0.14240879995743236,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2082,1732,3432,568,0.10009378882723534,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2083,1733,3433,592,0.07623720505161892,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2084,1734,3434,616,0.05670710975972165,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2085,1735,3435,640,0.06059857673300122,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2086,1736,3436,664,0.0823467056536349,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2087,1737,3437,688,0.07797350986068757,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2088,1738,3438,712,0.025245905288423336,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2089,1739,3439,736,-0.039307507318299094,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2090,1740,3440,760,-0.07368620085423107,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2091,1741,3441,784,-0.029029718689949257,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2092,1742,3442,808,0.09240095216325565,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2093,1743,3443,832,0.1844195641350063,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2094,1744,3444,856,0.2061181882393924,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2095,1745,3445,880,0.20385967068776698,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2096,1746,3446,904,0.19013853641307207,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2097,1747,3447,928,0.12029027043530886,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2098,1748,3448,952,0.08669608962427557,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2099,1749,3449,976,0.1103786544112521,17,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Second half,Second half
2100,1800,3600,-200,-0.02224297702697262,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2101,1801,3601,-176,-0.007293356317394262,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2102,1802,3602,-152,-0.005128917064971715,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2103,1803,3603,-128,0.01430777674000249,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2104,1804,3604,-104,0.024192192703940643,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2105,1805,3605,-80,0.022200732985331637,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2106,1806,3606,-56,0.0011283364953519847,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2107,1807,3607,-32,-0.009792026067983448,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2108,1808,3608,-8,-0.009041770398486209,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Pre,Pre
2109,1809,3609,16,-0.006524075813485813,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2110,1810,3610,40,0.008400478610053937,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2111,1811,3611,64,0.02445415794066665,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2112,1812,3612,88,0.04123208831791255,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2113,1813,3613,112,0.062480873614605414,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2114,1814,3614,136,0.079561035958788,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2115,1815,3615,160,0.051635918795533094,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2116,1816,3616,184,0.052417967264412106,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,Stim,Stim
2117,1817,3617,208,0.11920196651059951,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2118,1818,3618,232,0.21381384760003833,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2119,1819,3619,256,0.26932118593521986,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2120,1820,3620,280,0.2656989890904214,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2121,1821,3621,304,0.24714607003759795,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2122,1822,3622,328,0.2146223072192075,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2123,1823,3623,352,0.18337368012235677,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2124,1824,3624,376,0.17172624560037622,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2125,1825,3625,400,0.16980466334084335,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2126,1826,3626,424,0.16808863502473337,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2127,1827,3627,448,0.17869712871498858,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2128,1828,3628,472,0.2095376155480675,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2129,1829,3629,496,0.25676283566404634,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2130,1830,3630,520,0.2619799524475242,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2131,1831,3631,544,0.2317741568868884,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
2132,1832,3632,568,0.19685202924313275,18,ss1_vdis,Observed,distractor,1,distractor_ss1_vdis,distractor_ss1_vdis,First half,First half
